sample_id;hole_id;depth_from;depth_to;core_length;cr_%;is_old;is_twin;ni;fe;mgo;sio2;sm;co;cao;al2o3;lith
B1/E07-023i/JAS/01;E07-023i;0;1;1;1;0;0;0.4;29.332;0.855;15.748;18.41871345;0.042;0.039;16.611;SAP
B1/E07-023i/JAS/02;E07-023i;1;2;1;1;0;0;0.518;26.893;1.299;20.374;15.68437259;0.041;0.019;11.009;SAP
B1/E07-023i/JAS/03;E07-023i;2;3;1;1;0;0;0.64;22.519;2.639;27.79;10.53050398;0.052;0.017;8.376;SAP
B1/E07-023i/JAS/04;E07-023i;3;4;1;1;0;0;0.614;16.796;3.63;33.892;9.336639118;0.048;0.022;9.254;SAP
B1/E07-023i/JAS/05;E07-023i;4;5;1;1;0;0;1.095;9.142;19.85;44.395;2.236523929;0.023;0.049;2.266;SAP
B1/E07-023i/JAS/06;E07-023i;5;6;1;1;0;0;0.834;13.533;10.997;40.043;3.6412658;0.033;0.027;2.279;SAP
B1/E07-023i/JAS/07;E07-023i;6;7;1;1;0;0;0.472;14.281;2.121;44.808;21.12588402;0.045;0.049;3.412;SAP
B1/E07-023i/JAS/08;E07-023i;7;8;1;1;0;0;0.385;5.909;5.692;61.003;10.71732256;0.022;0.032;4.196;SAP
B1/E07-023i/JAS/09;E07-023i;8;9;1;1;0;0;0.389;14.817;1.993;46.908;23.53637732;0.034;0.014;2.483;SAP
B1/E07-023i/JAS/10;E07-023i;9;10;1;1;0;0;0.558;18.438;2.562;44.188;17.24746292;0.042;0.021;2.396;SAP
B1/E07-023i/JAS/11;E07-023i;10;11;1;1;0;0;0.512;16.314;5.356;43.389;8.101008215;0.037;0.058;2.255;SAP
B1/E07-023i/JAS/12;E07-023i;11;12;1;1;0;0;0.389;10.959;4.436;50.152;11.30568079;0.024;0.087;2.176;SAP
B1/E07-023i/JAS/13;E07-023i;12;13;1;1;0;0;0.526;10.13;8.44;49.597;5.876421801;0.023;0.132;1.98;SAP
B1/E07-023i/JAS/14;E07-023i;13;14;1;1;0;0;0.655;8.901;20.691;45.35;2.191774201;0.021;0.056;1.687;SAP
B1/E07-023i/JAS/15;E07-023i;14;15;1;1;0;0;0.655;8.347;26.147;41.861;1.600986729;0.019;0.076;1.242;SAP
B1/E07-022i/JAS/01;E07-022i;0;1;1;1;0;0;0.377;28.774;1.024;18.06;17.63671875;0.04;0.018;19.558;SAP
B1/E07-022i/JAS/02;E07-022i;1;2;1;1;0;0;0.564;34.954;1.554;12.875;8.285070785;0.054;0.015;10.662;LIM
B1/E07-022i/JAS/03;E07-022i;2;3;1;1;0;0;0.715;38.487;0.831;11.082;13.33574007;0.071;0.018;9.46;LIM
B1/E07-022i/JAS/04;E07-022i;3;4;1;1;0;0;0.953;47.088;1.173;6.955;5.929241262;0.079;0.018;5.612;LIM
B1/E07-022i/JAS/05;E07-022i;4;5;1;1;0;0;0.801;30.343;1.188;17.595;14.81060606;0.103;0.022;5.752;LIM
B1/E07-022i/JAS/06;E07-022i;5;6;1;1;0;0;0.717;20.15;3.292;32.5;9.872417983;0.046;0.023;2.658;SAP
B1/E07-022i/JAS/07;E07-022i;6;7;1;1;0;0;1.998;11.543;26.877;38.653;1.438144138;0.029;0.048;1.353;SAP
B1/E07-022i/JAS/08;E07-022i;7;8;1;1;0;0;1.899;9.387;24.273;37.563;1.547521938;0.022;0.066;1.158;SAP
B1/E07-022i/JAS/09;E07-022i;8;9;1;1;0;0;1.342;22.297;10.357;28.28;2.730520421;0.051;0.124;3.018;SAP
B1/E07-022i/JAS/10;E07-022i;9;10;1;1;0;0;2.1;12.999;22.469;33.329;1.483332592;0.032;0.117;1.672;SAP
B1/E07-022i/JAS/11;E07-022i;10;11;1;1;0;0;1.907;7.523;27.255;34.845;1.278481013;0.017;0.059;1.005;SAP
B1/E07-022i/JAS/12;E07-022i;11;12;1;1;0;0;1.938;9.226;27.513;37.034;1.346054592;0.023;0.077;1.287;SAP
B1/E07-022i/JAS/13;E07-022i;12;13;1;1;0;0;1.781;10.105;26.8;37.451;1.397425373;0.025;0.064;0.999;SAP
B1/E07-022i/JAS/14;E07-022i;13;14;1;1;0;0;1.726;8.632;24.753;33.698;1.361370339;0.02;0.069;0.948;SAP
B1/E07-022i/JAS/15;E07-022i;14;15;1;1;0;0;1.436;7.667;29.084;36.643;1.259902352;0.017;0.068;1.052;SAP
B1/E07-022i/JAS/16;E07-022i;15;16;1;1;0;0;1.668;8.125;29.019;39.737;1.369344223;0.019;0.033;1.11;SAP
B1/E07-022i/JAS/17;E07-022i;16;17;1;1;0;0;1.042;7.521;30.006;38.524;1.283876558;0.017;0.02;1.064;BRK
B1/E07-022i/JAS/18;E07-022i;17;18;1;1;0;0;0.683;7.282;29.695;39.077;1.315945445;0.016;0.096;2.284;SAP
B1/E07-022i/JAS/19;E07-022i;18;19;1;1;0;0;0.306;6.307;31.148;36.649;1.17660845;0.013;0.16;0.964;BRK
B1/E07-022i/JAS/20;E07-022i;19;20;1;1;0;0;0.284;5.753;33.659;36.496;1.084286521;0.012;0.121;0.825;BRK
B1/E07-022i/JAS/21;E07-022i;20;20.4;0.4;1;0;0;0.288;5.872;33.171;38.992;1.17548461;0.012;0.081;0.864;BRK
B1/E07-022i/JAS/22;E07-022i;20.4;21;0.6;1;0;0;0.279;7.229;28.212;38.416;1.361690061;0.015;0.168;1.803;SAP
B1/E07-020i/JAS/01;E07-020i;0;1;1;1;0;0;0.443;29.835;0.955;12.226;12.80209424;0.046;0.039;16.232;SAP
B1/E07-020i/JAS/02;E07-020i;1;2;1;1;0;0;1.097;16.895;14.726;35.859;2.435080809;0.042;0.044;1.719;SAP
B1/E07-020i/JAS/03;E07-020i;2;3;1;1;0;0;0.816;37.042;1.074;14.416;13.42271881;0.067;0.021;4.861;LIM
B1/E07-020i/JAS/04;E07-020i;3;4;1;1;0;0;0.793;32.278;1.044;21.933;21.00862069;0.063;0.019;3.788;LIM
B1/E07-020i/JAS/05;E07-020i;4;5;1;1;0;0;0.842;33.363;0.84;17.877;21.28214286;0.081;0.015;5.815;LIM
B1/E07-020i/JAS/06;E07-020i;5;6;1;1;0;0;2.302;13.798;21.812;34.375;1.575967357;0.036;0.038;1.581;SAP
B1/E07-020i/JAS/07;E07-020i;6;7;1;1;0;0;1.307;24.017;10.862;26.189;2.411066102;0.059;0.025;3.17;SAP
B1/E07-020i/JAS/08;E07-020i;7;8;1;1;0;0;1.651;8.483;26.736;38.091;1.424708259;0.021;0.016;1.09;SAP
B1/E07-020i/JAS/09;E07-020i;8;9;1;1;0;0;1.432;14.793;22.685;35.514;1.565527882;0.038;0.023;1.542;SAP
B1/E07-020i/JAS/10;E07-020i;9;10;1;1;0;0;0.803;38.118;1.222;12.007;9.825695581;0.064;0.019;7.263;LIM
B1/E07-020i/JAS/11;E07-020i;10;11;1;1;0;0;1.577;17.406;22.092;33.586;1.520278834;0.045;0.039;1.522;SAP
B1/E07-020i/JAS/12;E07-020i;11;12;1;1;0;0;1.577;10.989;22.773;40.322;1.770605542;0.028;0.022;1.297;SAP
B1/E07-020i/JAS/13;E07-020i;12;13;1;1;0;0;1.941;9.135;27.175;39.568;1.456044158;0.022;0.019;1.101;SAP
B1/E07-020i/JAS/14;E07-020i;13;14;1;1;0;0;1.261;8.231;25.09;44.318;1.7663611;0.018;0.076;1.113;SAP
B1/E07-020i/JAS/15;E07-020i;14;15;1;1;0;0;0.732;6.575;20.334;45.694;2.247172224;0.013;0.108;1.066;SAP
B1/E07-020i/JAS/16;E07-020i;15;16;1;1;0;0;0.855;6.672;20.364;44.017;2.161510509;0.014;0.188;1.493;SAP
B1/E07-029i/JAS/01;E07-029i;0;1;1;1;0;0;0.25;26.882;0.872;18.293;20.97821101;0.036;0.02;18.991;SAP
B1/E07-029i/JAS/02;E07-029i;1;2;1;1;0;0;0.387;34.868;1.411;13.47;9.546420978;0.047;0.017;12.906;LIM
B1/E07-029i/JAS/03;E07-029i;2;3;1;1;0;0;0.732;45.488;1.647;6.673;4.051608986;0.072;0.015;6.679;LIM
B1/E07-029i/JAS/04;E07-029i;3;4;1;1;0;0;0.833;40.768;1.489;8.276;5.55809268;0.1;0.025;8.758;LIM
B1/E07-029i/JAS/05;E07-029i;4;5;1;1;0;0;1.38;25.608;10.349;19.433;1.877765968;0.065;0.04;4.475;SAP
B1/E07-029i/JAS/06;E07-029i;5;6;1;1;0;0;2.001;12.184;23.129;34.405;1.487526482;0.032;0.019;2.048;SAP
B1/E07-029i/JAS/07;E07-029i;6;7;1;1;0;0;1.849;14.246;19.737;41.146;2.084713989;0.036;0.019;1.563;SAP
B1/E07-029i/JAS/08;E07-029i;7;8;1;1;0;0;1.628;16.378;18.392;35.084;1.907568508;0.042;0.047;2.079;SAP
B1/E07-029i/JAS/09;E07-029i;8;9;1;1;0;0;1.149;32.87;3.689;22.113;5.9943074;0.071;0.04;2.048;LIM
B1/E07-029i/JAS/10;E07-029i;9;10;1;1;0;0;1.026;35.977;3.567;18.956;5.314269694;0.076;0.025;1.86;LIM
B1/E07-029i/JAS/11;E07-029i;10;11;1;1;0;0;1.17;12.48;24.354;35.877;1.473146095;0.031;0.032;1.256;SAP
B1/E07-029i/JAS/12;E07-029i;11;12;1;1;0;0;0.625;7.902;27.666;35.915;1.298163811;0.018;0.046;1.045;SAP
B1/E07-028i/JAS/01;E07-028i;0;1;1;1;0;0;0.41;31.977;0.928;12.707;13.69288793;0.048;0.062;14.532;LIM
B1/E07-028i/JAS/02;E07-028i;1;2;1;1;0;0;0.683;33.356;2.608;12.59;4.827453988;0.069;0.04;10.606;LIM
B1/E07-028i/JAS/03;E07-028i;2;3;1;1;0;0;1.322;14.711;20.607;33.281;1.615033726;0.037;0.119;3.518;SAP
B1/E07-028i/JAS/04;E07-028i;3;4;1;1;0;0;0.882;10.485;24.291;37.785;1.555514388;0.024;0.212;2.605;SAP
B1/E07-028i/JAS/05;E07-028i;4;5;1;1;0;0;0.418;8.92;26.515;39.464;1.488365076;0.021;0.042;1.599;SAP
B1/E07-028i/JAS/06;E07-028i;5;6;1;1;0;0;0.333;7.386;28.26;36.468;1.29044586;0.016;0.019;0.862;SAP
B1/E07-028i/JAS/07;E07-028i;6;7;1;1;0;0;0.275;6.423;32.495;37.121;1.142360363;0.013;0.04;1.08;BRK
B1/E07-028i/JAS/08;E07-028i;7;8;1;1;0;0;0.276;6.535;29.773;37.446;1.257716723;0.014;0.04;1.41;SAP
B1/E07-028i/JAS/09;E07-028i;8;9;1;1;0;0;0.277;6.281;31.121;37.952;1.219498088;0.013;0.055;1.026;BRK
B1/E07-028i/JAS/10;E07-028i;9;10;1;1;0;0;0.275;6.066;30.309;36.534;1.205384539;0.012;0.051;1.091;BRK
B1/E07-031i/JAS/01;E07-031i;0;1;1;1;0;0;0.501;32.281;1.629;15.875;9.74524248;0.048;0.029;16.221;LIM
B1/E07-031i/JAS/02;E07-031i;1;2;1;1;0;0;0.766;39.49;2.11;11.981;5.678199052;0.083;0.021;11.137;LIM
B1/E07-031i/JAS/03;E07-031i;2;3;1;1;0;0;1.213;32.341;7.114;14.173;1.992268766;0.102;0.129;4.788;LIM
B1/E07-031i/JAS/04;E07-031i;3;4;1;1;0;0;1.217;42.822;2.485;11.476;4.618108652;0.092;0.036;3.342;LIM
B1/E07-031i/JAS/05;E07-031i;4;5;1;1;0;0;1.163;41.698;2.442;11.173;4.575348075;0.089;0.033;3.244;LIM
B1/E07-031i/JAS/06;E07-031i;5;6;1;1;0;0;1.919;15.129;17.798;34.04;1.912574447;0.039;0.058;1.552;SAP
B1/E07-031i/JAS/07;E07-031i;6;7;1;1;0;0;1.636;31.067;4.226;25.275;5.980832939;0.072;0.054;2.07;LIM
B1/E07-031i/JAS/08;E07-031i;7;8;1;1;0;0;1.152;37.891;2.831;17.033;6.016601907;0.077;0.058;2.273;LIM
B1/E07-031i/JAS/09;E07-031i;8;9;1;1;0;0;1.295;20.897;12.878;33.626;2.611119739;0.05;0.067;1.706;SAP
B1/E07-031i/JAS/10;E07-031i;9;10;1;1;0;0;1.184;15.001;16.262;40.307;2.478600418;0.037;0.043;1.541;SAP
B1/E07-031i/JAS/11;E07-031i;10;11;1;1;0;0;1.101;14.525;15.922;37.995;2.386320814;0.036;0.022;1.309;SAP
B1/E07-031i/JAS/12;E07-031i;11;12;1;1;0;0;0.708;10.644;25.263;39.899;1.579345288;0.026;0.048;1.169;SAP
B1/E07-031i/JAS/13;E07-031i;12;13;1;1;0;0;0.895;11.069;21.448;37.494;1.748135024;0.026;0.084;1.399;SAP
B1/E07-031i/JAS/14;E07-031i;13;14;1;1;0;0;0.985;10.205;23.656;39.873;1.685534325;0.024;0.041;1.163;SAP
B1/E07-031i/JAS/15;E07-031i;14;15;1;1;0;0;0.755;8.305;26.144;39.682;1.517824357;0.019;0.083;1.398;SAP
B1/E07-030i/JAS/01;E07-030i;0;1;1;1;0;0;0.48;35.932;0.941;11.362;12.07438895;0.047;0.037;11.921;LIM
B1/E07-030i/JAS/02;E07-030i;1;2;1;1;0;0;1.387;15.384;16.31;27.684;1.697363581;0.034;0.026;3.742;SAP
B1/E07-030i/JAS/03;E07-030i;2;3;1;1;0;0;1.409;23.145;14.144;32.286;2.282664027;0.058;0.05;2.184;SAP
B1/E07-030i/JAS/04;E07-030i;3;4;1;1;0;0;0.833;39.449;4.364;13.47;3.086617782;0.077;0.036;2.46;LIM
B1/E07-030i/JAS/05;E07-030i;4;5;1;1;0;0;1.355;20.624;12.6;36.376;2.886984127;0.051;0.128;3.162;SAP
B1/E07-030i/JAS/06;E07-030i;5;6;1;1;0;0;0.752;11.634;19.156;31.545;1.646742535;0.027;0.777;11.782;SAP
B1/E07-030i/JAS/07;E07-030i;6;7;1;1;0;0;1.28;15.625;17.314;34.823;2.011262562;0.038;0.044;1.28;SAP
B1/E07-030i/JAS/08;E07-030i;7;8;1;1;0;0;1.151;10.911;24.918;41.487;1.664941007;0.027;0.028;1.317;SAP
B1/E07-030i/JAS/09;E07-030i;8;9;1;1;0;0;0.365;7.492;25.489;35.792;1.404213582;0.017;0.023;1.069;SAP
B1/E07-030i/JAS/10;E07-030i;9;10;1;1;0;0;0.291;6.61;29.822;37.618;1.261417745;0.014;0.032;0.895;SAP
B1/E07-030i/JAS/11;E07-030i;10;11;1;1;0;0;0.244;6.603;29.488;36.236;1.22883885;0.013;0.05;0.943;SAP
B1/E07-030i/JAS/12;E07-030i;11;12;1;1;0;0;0.278;6.202;32.434;37.734;1.163408769;0.013;0.018;0.973;BRK
B1/F07-000i/JAS/01;F07-000i;0;1;1;1;0;0;0.408;26.469;2.648;19.344;7.305135952;0.056;0.114;17.601;SAP
B1/F07-000i/JAS/02;F07-000i;1;2;1;1;0;0;0.465;12.435;5.566;30.131;5.413402803;0.031;0.1;25.339;SAP
B1/F07-000i/JAS/03;F07-000i;2;3;1;1;0;0;0.689;35.484;1.73;13.96;8.069364162;0.082;0.063;12.533;LIM
B1/F07-000i/JAS/04;F07-000i;3;4;1;1;0;0;0.823;48.165;1.383;6.073;4.391178597;0.103;0.057;3.755;LIM
B1/F07-000i/JAS/05;F07-000i;4;5;1;1;0;0;1.46;24.046;6.782;32.556;4.800353878;0.058;0.052;2.092;SAP
B1/F07-000i/JAS/06;F07-000i;5;6;1;1;0;0;1.464;15.951;14.007;38.039;2.715713572;0.042;0.103;3.339;SAP
B1/F07-000i/JAS/07;F07-000i;6;7;1;1;0;0;1.136;35.944;6.083;14.935;2.455203025;0.079;0.085;2.833;LIM
B1/F07-000i/JAS/08;F07-000i;7;8;1;1;0;0;1.321;19.486;14.736;31.558;2.141558089;0.05;0.064;2.761;SAP
B1/F07-000i/JAS/09;F07-000i;8;9;1;1;0;0;1.264;19.842;13.557;35.132;2.591428782;0.049;0.044;1.827;SAP
B1/F07-000i/JAS/10;F07-000i;9;10;1;1;0;0;1.113;17.692;15.301;34.121;2.229984968;0.043;0.051;1.567;SAP
B1/F07-000i/JAS/11;F07-000i;10;11;1;1;0;0;1.097;15.149;17.338;32.904;1.897796747;0.038;0.062;1.984;SAP
B1/F07-000i/JAS/12;F07-000i;11;12;1;1;0;0;1.166;14.031;19.688;38.808;1.971149939;0.036;0.059;1.479;SAP
B1/F07-000i/JAS/13;F07-000i;12;13;1;1;0;0;0.882;14.836;15.615;41.881;2.682100544;0.037;0.031;1.485;SAP
B1/F07-000i/JAS/14;F07-000i;13;14;1;1;0;0;1.045;14.533;16.666;38.504;2.310332413;0.036;0.035;1.431;SAP
B1/F07-000i/JAS/15;F07-000i;14;15;1;1;0;0;0.584;8.676;26.998;41.776;1.54737388;0.02;0.191;1.54;SAP
B1/F07-001i/JAS/01;F07-001i;0;1;1;1;0;1;0.478;33.644;0.898;13.598;15.14253898;0.049;0.028;16.927;LIM
B1/F07-001i/JAS/02;F07-001i;1;2;1;1;0;1;0.735;44.938;1.177;6.846;5.816482583;0.074;0.033;9.852;LIM
B1/F07-001i/JAS/03;F07-001i;2;3;1;1;0;1;0.793;40.451;1.291;10.511;8.141750581;0.074;0.032;11.17;LIM
B1/F07-001i/JAS/04;F07-001i;3;4;1;1;0;1;1.436;29.615;7.25;24.425;3.368965517;0.068;0.12;2.779;SAP
B1/F07-001i/JAS/05;F07-001i;4;5;1;1;0;1;1.463;18.133;12.635;40.677;3.219390582;0.046;0.072;1.694;SAP
B1/F07-001i/JAS/06;F07-001i;5;6;1;1;0;1;1.744;12.606;18.961;42.187;2.224935394;0.03;0.033;1.336;SAP
B1/F07-001i/JAS/07;F07-001i;6;7;1;1;0;1;1.575;9.932;23.547;41.97;1.782392661;0.023;0.036;1.093;SAP
B1/F07-001i/JAS/08;F07-001i;7;7.55;0.55;1;0;1;1.986;7.745;27.722;41.506;1.497222423;0.017;0.029;1.104;SAP
B1/F07-001i/JAS/09;F07-001i;7.55;8;0.45;1;0;1;1.357;15.282;19.188;40.964;2.134875964;0.037;0.025;1.917;SAP
B1/F07-001i/JAS/10;F07-001i;8;9;1;1;0;1;1.099;15.27;18.738;38.703;2.065481908;0.038;0.073;2.981;SAP
B1/F07-001i/JAS/11;F07-001i;9;10;1;1;0;1;0.89;11.141;24.158;39.398;1.630846924;0.027;0.039;1.599;SAP
B1/F07-001i/JAS/12;F07-001i;10;11;1;1;0;1;0.576;11.092;24.655;40.658;1.649077266;0.026;0.047;3.406;SAP
B1/F07-001i/JAS/13;F07-001i;11;12;1;1;0;1;0.39;9.02;28.095;39.718;1.413703506;0.021;0.038;0.905;SAP
B1/F07-001i/JAS/14;F07-001i;12;13;1;1;0;1;0.319;7.002;29.227;39.773;1.360830739;0.015;0.064;1.419;SAP
B1/F07-001i/JAS/15;F07-001i;13;14;1;1;0;1;0.287;6.527;32.037;39.948;1.246933233;0.014;0.055;1.119;BRK
B1/F07-001i/JAS/16;F07-001i;14;15;1;1;0;1;0.276;6.33;32.278;38.851;1.203637152;0.013;0.045;0.86;BRK
B1/F07-001i/JAS/17;F07-001i;15;16;1;1;0;1;0.301;6.568;31.826;40.187;1.262709734;0.014;0.023;1.08;BRK
B1/F07-001i/JAS/18;F07-001i;16;17;1;1;0;1;0.289;6.335;31.887;39.503;1.238843416;0.013;0.027;1.192;BRK
B1/F07-001i/JAS/19;F07-001i;17;18;1;1;0;1;0.274;6.718;31.039;38.76;1.248751571;0.015;0.033;1.422;BRK
B1/F07-003i/JAS/01;F07-003i;0;1;1;1;0;1;0.318;28.206;0.752;16.504;21.94680851;0.04;0.025;16.964;SAP
B1/F07-003i/JAS/02;F07-003i;1;2;1;1;0;1;0.391;30.634;0.854;11.857;13.88407494;0.042;0.018;16.815;LIM
B1/F07-003i/JAS/03;F07-003i;2;3;1;1;0;1;0.648;32.312;1.206;19.297;16.00082919;0.063;0.014;9.017;LIM
B1/F07-003i/JAS/04;F07-003i;3;4;1;1;0;1;0.588;37.025;1.038;17.519;16.87764933;0.065;0.016;5.276;LIM
B1/F07-003i/JAS/05;F07-003i;4;5;1;1;0;1;0.351;18.012;0.822;46.531;56.60705596;0.038;0.016;4.545;SAP
B1/F07-003i/JAS/06;F07-003i;5;6;1;1;0;1;0.804;48.843;0.977;4.208;4.307062436;0.09;0.024;5.33;LIM
B1/F07-003i/JAS/07;F07-003i;6;7;1;1;0;1;0.836;49.568;0.648;3.589;5.538580247;0.081;0.018;4.622;LIM
B1/F07-003i/JAS/08;F07-003i;7;8;1;1;0;1;0.847;50.815;0.896;3.731;4.1640625;0.086;0.018;4.303;LIM
B1/F07-003i/JAS/09;F07-003i;8;9;1;1;0;1;0.989;46.761;0.777;3.595;4.626769627;0.087;0.018;3.355;LIM
B1/F07-003i/JAS/10;F07-003i;9;10;1;1;0;1;0.957;46.663;0.97;4.066;4.191752577;0.091;0.018;3.451;LIM
B1/F07-003i/JAS/11;F07-003i;10;11;1;1;0;1;1.087;44.666;0.77;3.91;5.077922078;0.099;0.016;4.145;LIM
B1/F07-003i/JAS/12;F07-003i;11;12;1;1;0;1;0.99;38.021;1.218;7.183;5.897372742;0.11;0.021;8.288;LIM
B1/F07-003i/JAS/13;F07-003i;12;13;1;1;0;1;1.183;43.199;1.763;9.081;5.150879183;0.091;0.038;5.213;LIM
B1/F07-003i/JAS/14;F07-003i;13;14;1;1;0;1;1.305;42.56;1.975;10.398;5.264810127;0.089;0.051;4.32;LIM
B1/F07-003i/JAS/15;F07-003i;14;15;0.63;0.63;0;1;1.287;42.405;1.667;9.566;5.73845231;0.088;0.027;3.755;LIM
B1/F07-003i/JAS/16;F07-003i;15;16;1;1;0;1;1.173;41.376;1.127;7.814;6.933451642;0.079;0.023;3.308;LIM
B1/F07-003i/JAS/17;F07-003i;16;17;1;1;0;1;1.585;33.058;7.012;15.718;2.241585853;0.073;0.084;2.653;LIM
B1/F07-003i/JAS/18;F07-003i;17;18;1;1;0;1;1.611;33.86;5.405;19.743;3.652728955;0.078;0.174;4.738;LIM
B1/F07-003i/JAS/19;F07-003i;18;19;1;1;0;1;1.759;23.056;13.935;27.173;1.94998206;0.056;0.09;2.851;SAP
B1/F07-003i/JAS/20;F07-003i;19;20;0.7;0.7;0;1;1.445;10.402;24.381;32.307;1.325089209;0.025;0.074;1.169;SAP
B1/F07-003i/JAS/21;F07-003i;20;21;1;1;0;1;1.41;9.234;27.8;38.679;1.391330935;0.022;0.041;1.065;SAP
B1/F07-002i/JAS/01;F07-002i;0;1;1;1;0;1;0.212;18.876;0.849;22.575;26.59010601;0.027;0.082;25.884;SAP
B1/F07-002i/JAS/02;F07-002i;1;2;1;1;0;1;0.298;23.37;1.629;22.898;14.05647637;0.036;0.037;24.916;SAP
B1/F07-002i/JAS/03;F07-002i;2;3;1;1;0;1;0.294;26.913;0.925;18.161;19.63351351;0.04;0.027;19.927;SAP
B1/F07-002i/JAS/04;F07-002i;3;4;1;1;0;1;0.557;34.454;1.064;15.726;14.78007519;0.067;0.024;15.211;LIM
B1/F07-002i/JAS/05;F07-002i;4;5;1;1;0;1;0.453;25.308;0.95;30.063;31.64526316;0.062;0.021;7.836;SAP
B1/F07-002i/JAS/06;F07-002i;5;6;1;1;0;1;0.25;15.065;0.814;46.427;57.03562654;0.036;0.015;4.818;SAP
B1/F07-002i/JAS/07;F07-002i;6;7;1;1;0;1;0.358;17.135;1.52;42.057;27.66907895;0.055;0.04;6.17;SAP
B1/F07-002i/JAS/08;F07-002i;7;8;1;1;0;1;1.282;34.245;5.821;15.921;2.735097062;0.088;0.076;5.353;LIM
B1/F07-002i/JAS/09;F07-002i;8;9;1;1;0;1;1.994;15.615;18.555;32.845;1.770142819;0.04;0.125;1.876;SAP
B1/F07-002i/JAS/10;F07-002i;9;10;1;1;0;1;1.852;27.999;9.358;27.726;2.962812567;0.066;0.37;3.032;SAP
B1/F07-002i/JAS/11;F07-002i;10;11;1;1;0;1;2.066;11.358;22.24;36.72;1.651079137;0.028;0.162;3.437;SAP
B1/F07-002i/JAS/12;F07-002i;11;12;1;1;0;1;1.452;7.418;25.139;38.299;1.523489399;0.017;0.079;1.683;SAP
B1/F07-002i/JAS/13;F07-002i;12;13;1;1;0;1;0.571;8.047;27.47;42.308;1.540152894;0.019;0.065;1.353;SAP
B1/F07-002i/JAS/14;F07-002i;13;14;1;1;0;1;0.639;9.81;27.272;36.697;1.345592549;0.024;0.025;0.75;SAP
B1/F07-002i/JAS/15;F07-002i;14;15;1;1;0;1;0.74;14.643;20.726;34.78;1.678085496;0.035;0.137;1.805;SAP
B1/F07-002i/JAS/16;F07-002i;15;16;1;1;0;1;0.522;8.77;26.662;35.198;1.320156027;0.02;0.081;1.326;SAP
B1/F07-002i/JAS/17;F07-002i;16;17;1;1;0;1;0.555;8.141;27.188;34.168;1.256730911;0.019;0.114;1.334;SAP
B1/F07-002i/JAS/18;F07-002i;17;18;1;1;0;1;0.61;9.625;25.196;36.983;1.467812351;0.023;0.324;3.017;SAP
B1/F07-005i/JAS/01;F07-005i;0;1;1;1;0;1;0.463;29.59;0.844;20.437;24.21445498;0.045;0.044;11.891;SAP
B1/F07-005i/JAS/02;F07-005i;1;2;1;1;0;1;0.802;36.66;1.291;12.95;10.03098373;0.073;0.07;9.001;LIM
B1/F07-005i/JAS/03;F07-005i;2;3;1;1;0;1;0.828;33.88;1.048;15.469;14.76049618;0.093;0.024;13.012;LIM
B1/F07-005i/JAS/04;F07-005i;3;4;1;1;0;1;1.107;42.379;0.999;8.05;8.058058058;0.095;0.025;6.612;LIM
B1/F07-005i/JAS/05;F07-005i;4;5;1;1;0;1;1.04;40.762;1.42;9.093;6.403521127;0.093;0.023;5.775;LIM
B1/F07-005i/JAS/06;F07-005i;5;6;1;1;0;1;1.082;44.327;1.155;7.888;6.829437229;0.126;0.02;5.079;LIM
B1/F07-005i/JAS/07;F07-005i;6;7;1;1;0;1;1.045;24.494;12.119;17.292;1.4268504;0.067;0.148;2.74;SAP
B1/F07-005i/JAS/08;F07-005i;7;8;1;1;0;1;1.403;27.711;8.489;23.604;2.780539522;0.063;0.149;3.266;SAP
B1/F07-005i/JAS/09;F07-005i;8;9;1;1;0;1;1.772;26.517;6.692;21.61;3.22922893;0.064;0.189;5.051;SAP
B1/F07-005i/JAS/10;F07-005i;9;10;1;1;0;1;1.732;25.272;9.886;27.856;2.817722031;0.062;0.142;3.262;SAP
B1/F07-005i/JAS/11;F07-005i;10;11;1;1;0;1;1.488;8.467;24.202;36.536;1.509627304;0.02;0.059;1.352;SAP
B1/F07-005i/JAS/12;F07-005i;11;12;1;1;0;1;0.453;6.634;30.161;36.653;1.215244853;0.014;0.063;1.02;BRK
B1/F07-005i/JAS/13;F07-005i;12;13;1;1;0;1;0.276;6.396;30.42;34.735;1.141847469;0.014;0.048;1.089;BRK
B1/F07-005i/JAS/14;F07-005i;13;14;1;1;0;1;0.252;5.893;30.448;35.604;1.169337888;0.012;0.155;2.687;BRK
B1/F07-005i/JAS/15;F07-005i;14;15;0.63;0.63;0;1;0.256;5.855;32.443;36.395;1.121813642;0.012;0.055;0.946;BRK
B1/F07-005i/JAS/16;F07-005i;15;16;1;1;0;1;0.258;5.83;33.316;38.316;1.150078041;0.012;0.053;0.931;BRK
B1/F07-005i/JAS/17;F07-005i;16;17;1;1;0;1;0.259;5.962;32.262;36.605;1.134616577;0.013;0.054;0.982;BRK
B1/F07-005i/JAS/18;F07-005i;17;18;1;1;0;1;0.278;6.352;31.376;35.865;1.143071137;0.013;0.054;1.193;BRK
B1/F07-005i/JAS/19;F07-005i;18;19;1;1;0;1;0.274;6.147;33.522;36.964;1.102678838;0.013;0.039;0.834;BRK
B1/F07-005i/JAS/20;F07-005i;19;20;0.7;0.7;0;1;0.262;5.922;33.621;37.557;1.117069689;0.012;0.034;0.871;BRK
