sample_id,hole_id,depth_from,depth_to,core_length,cr_%,ni,fe,mgo,sio2
B1/E09-160A/JAS/03,E09-160A,1.6,2.45,0.85,1,1.2,19.13,19.34,35.77
B1/E09-160A/JAS/04,E09-160A,2.45,2.73,0.28,1,1.26,7.56,22.47,42.37
B1/E09-160A/JAS/05,E09-160A,2.73,3,0.27,1,1.53,15.67,22.51,38.87
B1/E09-160A/JAS/06,E09-160A,3,4,1,1,1.33,15.19,22.99,39.32
B1/E09-160A/JAS/07,E09-160A,4,5,1,1,1.21,15.1,24.03,42.48
B1/E09-160A/JAS/08,E09-160A,5,6,1,1,1.15,12.47,25.86,46.08
B1/E09-160A/JAS/09,E09-160A,6,7,1,1,0.74,8.62,24.76,45.56
B1/E09-160A/JAS/10,E09-160A,7,7.35,0.35,1,0.55,7.85,24.01,44.35
B1/E09-160A/JAS/11,E09-160A,7.35,8,0.65,1,0.29,5.32,24.2,42.05
B1/E09-160A/JAS/12,E09-160A,8,9,1,1,0.31,6.28,24.62,42.69
B1/E09-160A/JAS/13,E09-160A,9,10,1,1,0.37,6.63,23.63,42.44
B1/E09-160A/JAS/14,E09-160A,10,11,1,1,0.3,6.44,24.91,43.25
B1/E09-160A/JAS/15,E09-160A,11,11.45,0.45,1,0.3,6.12,22.99,42.21
B1/E09-160A/JAS/16,E09-160A,11.45,12.16,0.71,1,0.25,5.42,25.07,40.45
B1/E09-160A/JAS/17,E09-160A,12.16,13,0.84,1,0.28,6.29,22.93,41.44
B1/E09-160A/JAS/18,E09-160A,13,14,1,1,0.34,6.96,21.6,42.06
B1/E09-160A/JAS/19,E09-160A,14,14.83,0.83,1,0.27,5.63,24.84,39.81
B1/E09-160A/JAS/20,E09-160A,14.83,15,0.17,1,0.38,7.68,21.16,41.57
B1/E09-160A/JAS/21,E09-160A,15,15.7,0.7,1,0.42,7.69,24.46,42.2
B1/E09-160A/JAS/22,E09-160A,15.7,16,0.3,1,0.3,5.8,24.31,40.41
B1/E09-160A/JAS/23,E09-160A,16,16.62,0.62,1,0.54,7.72,23.62,42.44
B1/E09-160A/JAS/24,E09-160A,16.62,17,0.38,1,0.27,5.24,25.15,40.29
B1/E09-160A/JAS/25,E09-160A,17,18,1,1,0.34,6.67,21.94,41.83
B1/E09-160A/JAS/26,E09-160A,18,18.4,0.4,1,0.46,8.35,23.8,41.74
B1/E09-160A/JAS/27,E09-160A,18.4,19,0.6,1,0.26,5.6,26.44,39.72
B1/E09-160A/JAS/28,E09-160A,19,20,1,1,0.26,5.51,25.7,39.31
B1/F07-001/JAS/01,F07-001,0,1,1,1,0.9,46.45,0.05,22.26
B1/F07-001/JAS/02,F07-001,1,2,0.9,0.9,1.76,30.33,5.92,28.83
B1/F07-001/JAS/03,F07-001,2,3,0.8,0.8,1.91,34.02,2.93,28.09
B1/F07-001/JAS/04,F07-001,3,4,1,1,2.26,12.91,15.92,40.57
B1/F07-001/JAS/05,F07-001,4,5,1,1,2.1,15.72,15.73,37.3
B1/F07-001/JAS/06,F07-001,5,6,1,1,1.69,13.61,18.22,38.95
B1/F07-001/JAS/07,F07-001,6,7,1,1,1,11.88,19.09,42.03
B1/F07-001/JAS/08,F07-001,7,8,1,1,0.4,8.9,25.81,41.99
B1/F07-001/JAS/09,F07-001,8,9,1,1,0.33,7.15,28.48,43.68
B1/F07-001/JAS/10,F07-001,9,10,1,1,0.32,6.89,28.39,44.96
B1/F07-001/JAS/11,F07-001,10,11,1,1,0.31,6.77,29.64,43.87
B1/F07-001/JAS/12,F07-001,11,12,1,1,0.3,6.36,30.15,44.09
B1/F07-001/JAS/13,F07-001,12,13,1,1,0.29,6.13,30.66,44.08
B1/F07-001/JAS/14,F07-001,13,14,1,1,0.29,6.16,30.71,44.37
B1/F07-001/JAS/15,F07-001,14,15,1,1,0.29,6.4,31.33,44.09
B1/F07-001/JAS/16,F07-001,15,16,1,1,0.26,5.52,33.24,44.04
B1/F07-001/JAS/17,F07-001,16,17,1,1,0.24,5.28,33.25,44.18
B1/F07-001/JAS/18,F07-001,17,18,1,1,0.24,5.28,33.25,44.18
B1/F07-001/JAS/19,F07-001,18,19,1,1,0.24,5.28,33.25,44.18
B1/F07-002/JAS/01,F07-002,0,1,1,1,0.58,40,2.06,22.85
B1/F07-002/JAS/02,F07-002,1,2,1,1,0.84,46.87,0.58,21.75
B1/F07-002/JAS/03,F07-002,2,3,1,1,1.14,53.97,0.31,21.89
B1/F07-002/JAS/04,F07-002,3,4,1,1,1.15,53.59,0.94,22.26
B1/F07-002/JAS/05,F07-002,4,5,1,1,2.25,20.42,14.07,37.12
B1/F07-002/JAS/06,F07-002,5,6,1,1,2.21,20,12.23,39.03
B1/F07-002/JAS/07,F07-002,6,7,1,1,2.05,12.79,26.4,42.05
B1/F07-002/JAS/08,F07-002,7,8,1,1,2.01,10.56,26.21,42.18
B1/F07-002/JAS/09,F07-002,8,9,1,1,1.57,24.16,13.02,31.98
B1/F07-002/JAS/10,F07-002,9,10,1,1,1.18,14.2,28.63,38.47
B1/F07-002/JAS/11,F07-002,10,11,1,1,0.78,16.36,29.32,42.45
B1/F07-002/JAS/12,F07-002,11,12,1,1,0.74,17.06,19.13,44.75
B1/F07-002/JAS/13,F07-002,12,13,1,1,0.63,11.84,28.19,44.74
B1/F07-002/JAS/14,F07-002,13,14,1,1,0.45,8.24,36.12,44.74
B1/F07-002/JAS/15,F07-002,14,15,1,1,0.32,6.94,39.97,43.56
B1/F07-002/JAS/16,F07-002,15,15.8,0.8,1,0.36,6.56,41.34,41.89
B1/F07-003/JAS/01,F07-003,0,1,1,1,0.39,27.43,8.04,29.46
B1/F07-003/JAS/02,F07-003,1,2,1,1,0.28,21.82,13.83,35.29
B1/F07-003/JAS/03,F07-003,2,3,1,1,0.33,25.57,2.52,36.05
B1/F07-003/JAS/04,F07-003,3,4,1,1,0.71,38.95,0.32,27.35
B1/F07-003/JAS/05,F07-003,4,5,1,1,0.93,45.11,0.68,23.82
B1/F07-003/JAS/06,F07-003,5,6,1,1,1.2,50.31,1.36,21.55
B1/F07-003/JAS/07,F07-003,6,7,1,1,1.09,50.33,1.22,21.84
B1/F07-003/JAS/08,F07-003,7,8,1,1,1.18,47.82,0.94,23.65
B1/F07-003/JAS/09,F07-003,8,9,1,1,1.18,49.2,1.38,23.89
B1/F07-003/JAS/10,F07-003,9,10,1,1,1.19,52.21,0.95,22.27
B1/F07-003/JAS/11,F07-003,10,11,1,1,1.76,19.56,14.31,35.8
B1/F07-003/JAS/12,F07-003,11,12,1,1,1.25,40.24,3.58,26.81
B1/F07-003/JAS/13,F07-003,12,13,0.8,0.8,1.25,30.09,9.55,30.87
B1/F07-003/JAS/14,F07-003,13,14,1,1,1.2,48.43,2.17,24.67
B1/F07-003/JAS/15,F07-003,14,15,1,1,1.37,10.81,24.53,41.65
B1/F07-003/JAS/16,F07-003,15,16,1,1,0.42,8.43,31.8,42.39
B1/F07-003/JAS/17,F07-003,16,17,1,1,0.43,6.43,34.59,42.44
B1/F07-003/JAS/18,F07-003,17,18,1,1,0.43,6.43,34.59,42.44
B1/F07-003/JAS/19,F07-003,18,19,1,1,0.43,6.43,34.59,42.44
B1/F07-004/JAS/01,F07-004,0,1,1,1,0.24,22.7,16.11,34.87
B1/F07-004/JAS/02,F07-004,1,2,1,1,0.35,29.51,9.99,27.96
B1/F07-004/JAS/03,F07-004,2,3,1,1,0.39,33.48,6.14,25.98
B1/F07-004/JAS/04,F07-004,3,4,1,1,0.44,34.98,4,25.91
B1/F07-004/JAS/05,F07-004,4,5,1,1,0.42,32.77,3.1,28.89
B1/F07-004/JAS/06,F07-004,5,6,1,1,0.63,42.45,1.01,25.07
B1/F07-004/JAS/07,F07-004,6,7,1,1,0.65,35.43,0.6,30.15
B1/F07-004/JAS/08,F07-004,7,8,1,1,0.63,30.39,1.17,37.64
B1/F07-004/JAS/09,F07-004,8,9,1,1,0.88,39.14,1.1,29.46
B1/F07-004/JAS/10,F07-004,9,10,1,1,1.32,54.58,0.95,22.27
B1/F07-004/JAS/11,F07-004,10,11,1,1,1.33,44.62,1.14,28.04
B1/F07-004/JAS/12,F07-004,11,12,1,1,2.06,27.64,9.51,33.12
B1/F07-004/JAS/13,F07-004,12,13,1,1,1.56,27.64,9.51,33.12
B1/F07-005/JAS/01,F07-005,0,1,1,1,0.44,32.03,2.06,27.62
B1/F07-005/JAS/02,F07-005,1,2,1,1,0.55,30.45,0.12,33.93
B1/F07-005/JAS/03,F07-005,2,3,1,1,1.1,54.98,0.35,22.22
B1/F07-005/JAS/04,F07-005,3,4,1,1,1.34,52.59,0.82,22.29
B1/F07-005/JAS/05,F07-005,4,5,1,1,1.63,31.62,9.17,30.29
B1/F07-005/JAS/06,F07-005,5,6,1,1,2.23,19.91,16.22,36.24
B1/F07-005/JAS/07,F07-005,6,7,1,1,1.91,37.86,2.36,27.68
B1/F07-005/JAS/08,F07-005,7,8,1,1,1.82,39.01,1.97,26.43
B1/F07-005/JAS/09,F07-005,8,9,1,1,2.11,21.52,13.8,37
B1/F07-005/JAS/10,F07-005,9,10,1,1,2.2,19.65,15.17,37.61
B1/F07-005/JAS/11,F07-005,10,11,1,1,1.85,40.13,2.57,26.22
B1/F07-005/JAS/12,F07-005,11,12,1,1,1.76,46.93,1.47,23.16
B1/F07-005/JAS/13,F07-005,12,13,1,1,2.06,30.67,5.25,30.3
B1/F07-005/JAS/14,F07-005,13,14,1,1,2.3,20.69,13.69,35.02
B1/F07-005/JAS/15,F07-005,14,15,0.8,0.8,1.13,5.39,39.81,40.37
B1/F07-005/JAS/16,F07-005,15,16,1,1,1.98,25.05,10.38,33.49
B1/F07-005/JAS/17,F07-005,16,17,1,1,1.75,12.59,24.26,41.3
B1/F07-005/JAS/18,F07-005,17,18,1,1,1.54,9.44,29.22,42.37
B1/F07-005/JAS/19,F07-005,18,19,1,1,1.25,7.61,30.66,45.15
B1/F07-005/JAS/20,F07-005,19,20,1,1,1,8.22,31.65,42.28
B1/F07-005/JAS/21,F07-005,20,21,1,1,0.51,7.41,35.55,42.09
B1/F07-005/JAS/22,F07-005,21,22,1,1,0.37,6.79,37.76,42.25
B1/F07-005/JAS/23,F07-005,22,22.2,0.2,1,0.37,6.79,37.76,42.25
B1/F07-033/JAS/01,F07-033,0,1,1,1,0.42,33.74,0.6,25.23
B1/F07-033/JAS/02,F07-033,1,2,1,1,0.33,30.07,6.12,26.79
B1/F07-033/JAS/03,F07-033,2,3,1,1,0.28,24.79,13.28,32.45
B1/F07-033/JAS/04,F07-033,3,4,1,1,0.38,28.96,11.16,28.5
B1/F07-033/JAS/05,F07-033,4,5,1,1,0.44,32.2,6.93,25.27
B1/F07-033/JAS/06,F07-033,5,6,1,1,0.69,42.9,1.31,21.34
B1/F07-033/JAS/07,F07-033,6,7,1,1,1.08,53.61,0.32,21.35
B1/F07-033/JAS/08,F07-033,7,8,1,1,0.99,55.63,0.34,22.34
B1/F07-033/JAS/09,F07-033,8,9,1,1,1.07,57.31,0.57,22.32
B1/F07-033/JAS/10,F07-033,9,10,1,1,1.04,55.31,0.45,23.36
B1/F07-033/JAS/11,F07-033,10,11,1,1,1.02,44.23,2.28,25.05
B1/F07-033/JAS/12,F07-033,11,12,1,1,1.44,30.85,7.12,28.78
B1/F07-033/JAS/13,F07-033,12,13,1,1,1.79,29.14,6.62,31.2
B1/F07-033/JAS/14,F07-033,13,14,1,1,1.92,20.42,12.82,38.37
B1/F07-033/JAS/15,F07-033,14,15,1,1,1.85,17.04,16.06,39.83
B1/F07-033/JAS/16,F07-033,15,16,1,1,1.39,11.52,31.05,43.68
B1/F07-033/JAS/17,F07-033,16,17,1,1,0.98,12.74,25.54,43.51
B1/F07-033/JAS/18,F07-033,17,18,1,1,0.41,7.8,33.29,45.73
B1/F07-033/JAS/19,F07-033,18,19,1,1,0.32,6.73,36.57,45.72
B1/F07-033/JAS/20,F07-033,19,20,1,1,0.27,6.18,40.83,43.64
B1/F07-034/JAS/01,F07-034,0,0.35,0.35,1,0.45,38.34,10.5,23.01
B1/F07-034/JAS/02,F07-034,0.35,1,0.65,1,0.54,41.76,10.85,21.92
B1/F07-034/JAS/03,F07-034,1,1.55,0.55,1,0.83,48.15,10.57,20.9
B1/F07-034/JAS/04,F07-034,1.55,2,0.45,1,0.89,52.36,12.47,23.54
B1/F07-034/JAS/05,F07-034,2,2.5,0.5,1,0.97,46.91,13.07,25.15
B1/F07-034/JAS/06,F07-034,2.5,3,0.3,0.6,0.45,8.95,27.18,39.58
B1/F07-034/JAS/07,F07-034,3,3.67,0.67,1,0.42,12.88,23.1,35.28
B1/F07-034/JAS/08,F07-034,3.67,4.27,0.6,1,0.67,5.69,34.7,40.69
B1/F07-034/JAS/09,F07-034,4.27,4.57,0.3,1,1.48,7.71,28.91,39.96
B1/F07-034/JAS/10,F07-034,4.57,5,0.43,1,1.6,27.24,17.64,34.23
B1/F07-034/JAS/11,F07-034,5,6,1,1,1.58,24.1,17.96,37.64
B1/F07-034/JAS/12,F07-034,6,7,1,1,1.59,18.16,20.58,39.46
B1/F07-034/JAS/13,F07-034,7,8,1,1,1.52,9.65,23.38,42.67
B1/F07-034/JAS/14,F07-034,8,8.25,0.25,1,1.4,8.28,25.74,44.58
B1/F07-034/JAS/15,F07-034,8.25,9.18,0.93,1,1.39,8.12,25.56,44.63
B1/F07-034/JAS/16,F07-034,9.18,10,0.82,1,1.26,10.98,21.7,42.01
B1/F07-034/JAS/17,F07-034,10,11,1,1,0.97,11.43,23.19,41.22
B1/F07-034/JAS/18,F07-034,11,12,1,1,0.46,8.31,29.18,42.39
B1/F07-034/JAS/19,F07-034,12,13,1,1,0.3,6.73,31.62,44.15
B1/F07-034/JAS/20,F07-034,13,14,1,1,0.3,6.08,33.76,43.09
B1/F07-034/JAS/21,F07-034,14,15,1,1,0.28,6.05,32.69,42.93
B1/F07-035/JAS/01,F07-035,0,1,1,1,0.29,27.86,9.56,29.18
B1/F07-035/JAS/02,F07-035,1,2,1,1,0.26,22.25,15.14,35.4
B1/F07-035/JAS/03,F07-035,2,3,1,1,0.33,25.68,12.76,30.97
B1/F07-035/JAS/04,F07-035,3,4,1,1,0.38,28.88,10.7,28.19
B1/F07-035/JAS/05,F07-035,4,5,1,1,0.45,33.55,6.46,25.79
B1/F07-035/JAS/06,F07-035,5,6,1,1,0.54,36.27,4.78,25.96
B1/F07-035/JAS/07,F07-035,6,7,1,1,0.62,39.47,2.69,23.52
B1/F07-035/JAS/08,F07-035,7,8,1,1,0.99,44.28,0.96,24.17
B1/F07-035/JAS/09,F07-035,8,9,1,1,1.38,52.51,0.04,23.19
B1/F07-035/JAS/10,F07-035,9,10,1,1,1.42,52.88,0.65,24.19
B1/F07-035/JAS/11,F07-035,10,11,1,1,2.09,32.25,8.28,29.04
B1/F07-035/JAS/12,F07-035,11,12,1,1,1.38,9.5,49.19,41
B1/F07-035/JAS/13,F07-035,12,13,1,1,2.1,10.81,28.36,40.84
B1/F07-035/JAS/14,F07-035,13,14,1,1,2.2,13.04,21.74,39.66
B1/F07-035/JAS/15,F07-035,14,15,1,1,1.61,11.61,24.44,42.3
B1/F07-035/JAS/16,F07-035,15,16,1,1,1.41,12.94,24.46,41.9
B1/F07-035/JAS/17,F07-035,16,17,1,1,0.79,9.98,32.54,44.64
B1/F07-035/JAS/18,F07-035,17,18,1,1,0.46,8.55,35.23,45.02
B1/F07-036/JAS/01,F07-036,0,1,1,1,0.31,28.95,14.34,28.59
B1/F07-036/JAS/02,F07-036,1,2,1,1,0.3,23.15,16.85,34.01
B1/F07-036/JAS/03,F07-036,2,3,1,1,0.4,28.37,15.72,28.17
B1/F07-036/JAS/04,F07-036,3,4,1,1,0.42,31.88,13.45,25.71
B1/F07-036/JAS/05,F07-036,4,5,1,1,0.79,43.66,11.95,23.06
B1/F07-036/JAS/06,F07-036,5,6,1,1,0.98,52.63,10.34,22.37
B1/F07-036/JAS/07,F07-036,6,7,1,1,0.93,50.17,11.82,24.56
B1/F07-036/JAS/08,F07-036,7,8,1,1,1.13,50.84,11.91,23.83
B1/F07-036/JAS/09,F07-036,8,9,1,1,1.74,31.99,16.73,30.9
B1/F07-036/JAS/10,F07-036,9,10,1,1,2.05,16.45,23.32,39.53
B1/F07-036/JAS/11,F07-036,10,10.78,0.78,1,1.68,14.91,28.58,45.86
B1/F07-036/JAS/12,F07-036,10.78,11.35,0.57,1,1.41,7.59,26.46,42.14
B1/F07-036/JAS/13,F07-036,11.35,12,0.65,1,1.21,14.84,25.35,45.15
B1/F07-036/JAS/14,F07-036,12,12.45,0.45,1,1.6,16.19,24.85,40.34
B1/F07-036/JAS/15,F07-036,12.45,13,0.55,1,1.06,7.09,29.06,42.13
B1/F07-036/JAS/16,F07-036,13,14,1,1,1.52,13.2,28.1,41.56
B1/F07-036/JAS/17,F07-036,14,14.45,0.45,1,0.96,12.37,23.01,41.6
B1/F07-036/JAS/18,F07-036,14.45,14.6,0.15,1,1.09,13.84,26.47,43.23
B1/F07-036/JAS/19,F07-036,14.6,15,0.4,1,0.92,11.02,23.17,42.84
B1/F07-036/JAS/20,F07-036,15,16,1,1,0.68,11.37,22.94,40.9
B1/F07-036/JAS/21,F07-036,16,17,1,1,0.72,10.53,23.81,43.09
B1/F07-036/JAS/22,F07-036,17,18,1,1,0.86,10.04,23.88,44.26
B1/F07-036/JAS/23,F07-036,18,19,1,1,1.05,11.18,23.82,43.75
B1/F07-036/JAS/24,F07-036,19,20,1,1,0.67,8.66,27.1,44.51
B1/F07-036/JAS/25,F07-036,20,21,0.75,0.75,0.3,6.47,32.75,41.98
B1/F07-036/JAS/26,F07-036,21,22,1,1,0.32,7,31.3,44.23
B1/F07-036/JAS/27,F07-036,22,22.5,0.5,1,0.32,7.34,30.38,46.4
B1/F07-037/JAS/01,F07-037,0,1,1,1,0.35,28.97,9.27,28.51
B1/F07-037/JAS/02,F07-037,1,2,0.8,0.8,0.69,44.75,0.24,21.8
B1/F07-037/JAS/03,F07-037,2,3,1,1,0.72,48.44,0.48,20.79
B1/F07-037/JAS/04,F07-037,3,4,1,1,0.9,53.81,0.64,21.24
B1/F07-037/JAS/05,F07-037,4,5,1,1,0.86,18.78,7.22,55.19
B1/F07-037/JAS/06,F07-037,5,6,1,1,1.88,17.77,19.01,36.43
B1/F07-037/JAS/07,F07-037,6,7,1,1,2.13,26.17,9.17,31.83
B1/F07-037/JAS/08,F07-037,7,8,1,1,2.45,19.02,14.57,35.2
B1/F07-037/JAS/09,F07-037,8,9,1,1,2.4,18.83,12.85,37.02
B1/F07-037/JAS/10,F07-037,9,10,1,1,2.14,18.09,13.33,37.54
B1/F07-037/JAS/11,F07-037,10,11,1,1,1.93,16.93,16.92,36.96
B1/F07-037/JAS/12,F07-037,11,12,1,1,2.4,16.24,16.55,36.27
B1/F07-037/JAS/13,F07-037,12,13,1,1,2.33,11.94,24.07,41.12
B1/F07-037/JAS/14,F07-037,13,14,1,1,1.92,12.26,22.89,42.75
B1/F07-037/JAS/15,F07-037,14,15,1,1,1.31,11.16,24.18,42.66
B1/F07-037/JAS/16,F07-037,15,15.35,0.35,1,0.87,9.83,27.96,42.9
B1/F07-037/JAS/17,F07-037,15.35,15.7,0.35,1,1.29,48.95,1.4,23.55
B1/F07-037/JAS/18,F07-037,15.7,16,0.3,1,1.27,10.39,27.01,42.05
B1/F07-037/JAS/19,F07-037,16,17,1,1,0.87,9.83,27.96,42.9
B1/F07-038/JAS/01,F07-038,0,0.6,0.6,1,0.9,44.39,10.62,21.9
B1/F07-038/JAS/02,F07-038,0.6,1,0.4,1,1.08,49.32,11.84,23.26
B1/F07-038/JAS/03,F07-038,1,2,0.9,0.9,1.29,51.44,10.95,22.94
B1/F07-038/JAS/04,F07-038,2,3,0.45,0.45,1.28,50.39,10.67,22.48
B1/F07-038/JAS/05,F07-038,3,4,1,1,1.81,11.96,20.39,40.73
B1/F07-038/JAS/06,F07-038,4,5,1,1,1.5,14.19,25.39,43.44
B1/F07-038/JAS/07,F07-038,5,6,1,1,1.44,13.07,24.93,43.63
B1/F07-038/JAS/08,F07-038,6,6.75,0.75,1,1.56,17.79,23.45,40.37
B1/F07-038/JAS/09,F07-038,6.75,7.2,0.45,1,0.91,6.78,30.1,41.9
B1/F07-038/JAS/10,F07-038,7.2,8,0.8,1,1.25,16.26,21.92,42.46
B1/F07-038/JAS/11,F07-038,8,8.25,0.25,1,1.1,14.17,22.27,43.26
B1/F07-038/JAS/12,F07-038,8.25,8.55,0.3,1,0.64,6.67,29.59,42.71
B1/F07-038/JAS/13,F07-038,8.55,9,0.45,1,0.83,11.8,24.35,44.44
B1/F07-038/JAS/14,F07-038,9,9.5,0.5,1,0.42,6.14,31.51,42.51
B1/F07-038/JAS/15,F07-038,9.5,10,0.5,1,0.8,9.03,23.85,43.51
B1/F07-038/JAS/16,F07-038,10,10.35,0.35,1,0.82,8.83,23.95,43.48
B1/F07-038/JAS/17,F07-038,10.35,11,0.65,1,0.99,12.23,29.05,42.96
B1/F07-038/JAS/18,F07-038,11,12,1,1,1.09,12.66,28.61,42.31
B1/F07-038/JAS/19,F07-038,12,13,1,1,0.51,6.99,29.51,42.53
B1/F07-038/JAS/20,F07-038,13,14,1,1,0.95,11.36,23.33,43.98
B1/F07-038/JAS/21,F07-038,14,15,1,1,0.84,11.92,27.13,44.99
B1/F07-038/JAS/22,F07-038,15,16,1,1,0.63,10.74,28.99,45.14
B1/F07-038/JAS/23,F07-038,16,16.25,0.25,1,0.52,8.28,27.26,45.17
B1/F07-038/JAS/24,F07-038,16.25,16.45,0.2,1,0.34,6.04,33.68,42.28
B1/F07-038/JAS/25,F07-038,16.45,17,0.55,1,0.51,10.03,23.88,46.01
B1/F07-038/JAS/26,F07-038,17,18,1,1,0.43,8.5,26.38,46.1
B1/F07-038/JAS/27,F07-038,18,19,1,1,0.42,8.45,26.4,45.57
B1/F07-038/JAS/28,F07-038,19,20,1,1,0.37,7.6,28.63,45.32
B1/F07-040/JAS/01,F07-040,0,0.6,0.6,1,0.91,46.99,11.27,22.06
B1/F07-040/JAS/02,F07-040,0.6,1,0.2,0.5,0.38,7.97,30.95,37.22
B1/F07-040/JAS/03,F07-040,1,2,1,1,1.6,47.16,11.87,22.57
B1/F07-040/JAS/04,F07-040,2,3,1,1,1.78,25.07,17.89,30.8
B1/F07-040/JAS/05,F07-040,3,4,1,1,2.03,25.94,17.31,30.61
B1/F07-040/JAS/06,F07-040,4,5,1,1,1.68,32.56,14.51,27.43
B1/F07-040/JAS/07,F07-040,5,6,1,1,1.93,10.17,23.43,39.44
B1/F07-040/JAS/08,F07-040,6,7,1,1,1.75,10.39,22.74,40.84
B1/F07-040/JAS/09,F07-040,7,8,1,1,1.13,13.88,23.25,41.8
B1/F07-040/JAS/10,F07-040,8,8.28,0.28,1,0.83,9.75,24.34,43.62
B1/F07-040/JAS/11,F07-040,8.28,8.82,0.54,1,0.33,6.15,33.34,42.45
B1/F07-040/JAS/12,F07-040,8.82,10,1.18,1,0.41,9.64,24.01,45.24
B1/F07-040/JAS/13,F07-040,10,10.35,0.35,1,0.4,9.05,24.83,45.72
B1/F07-040/JAS/14,F07-040,10.35,11,0.65,1,0.3,6.55,31.33,43.94
B1/F07-040/JAS/15,F07-040,11,11.35,0.35,1,0.91,9.25,38.96,40.12
B1/F07-040/JAS/16,F07-040,11.35,12,0.65,1,0.35,8.37,29.45,44.02
B1/F07-040/JAS/17,F07-040,12,13,1,1,0.31,6.87,32.33,43.87
B1/F07-040/JAS/18,F07-040,13,13.4,0.4,1,0.28,6.23,34.83,42.85
B1/F07-040/JAS/19,F07-040,13.4,14,0.6,1,0.26,5.53,35.76,42.34
B1/F07-041/JAS/01,F07-041,0,1,1,1,0.86,47.27,0.09,20.94
B1/F07-041/JAS/02,F07-041,1,2,1,1,0.99,48.26,0.08,21.79
B1/F07-041/JAS/03,F07-041,2,3,0.8,0.8,1.2,54.43,0.81,22.51
B1/F07-041/JAS/04,F07-041,3,4,1,1,1.3,26.1,10.45,33.77
B1/F07-041/JAS/05,F07-041,4,5,1,1,2.34,24.1,11.15,35.31
B1/F07-041/JAS/06,F07-041,5,6,1,1,2.33,14.19,20.47,39.31
B1/F07-041/JAS/07,F07-041,6,7,1,1,2.32,8.79,27.9,40.78
B1/F07-041/JAS/08,F07-041,7,8,1,1,1.96,20.03,10.94,42.11
B1/F07-041/JAS/09,F07-041,8,9,1,1,1.6,15.86,18.05,40.32
B1/F07-041/JAS/10,F07-041,9,10,1,1,0.88,17.94,16.66,39.75
B1/F07-041/JAS/11,F07-041,10,11,1,1,1.4,21.83,12.78,36.77
B1/F07-041/JAS/12,F07-041,11,12,1,1,0.93,13.25,22.16,42.7
B1/F07-041/JAS/13,F07-041,12,13,1,1,0.66,13.11,23.16,43.12
B1/F07-041/JAS/14,F07-041,13,14,1,1,0.66,13.11,23.16,43.12
B1/F07-041/JAS/15,F07-041,14,15,1,1,0.66,13.11,23.16,43.12
B1/F07-065/JAS/01,F07-065,0,1,1,1,0.66,44,0.7,22.4
B1/F07-065/JAS/02,F07-065,1,2,1,1,1.09,52.84,0.66,22.41
B1/F07-065/JAS/03,F07-065,2,3,1,1,1.38,47.28,1.83,22.54
B1/F07-065/JAS/04,F07-065,3,3.4,0.4,1,1.47,44.13,2.24,23.23
B1/F07-065/JAS/05,F07-065,3.4,4,0.6,1,1.52,12.04,23.91,40.71
B1/F07-065/JAS/06,F07-065,4,4.6,0.6,1,0.91,6.7,35.42,41.56
B1/F07-065/JAS/07,F07-065,4.6,5,0.4,1,1.31,13.09,22.93,41.24
B1/F07-065/JAS/08,F07-065,5,6,1,1,0.9,15.62,17.45,42.41
B1/F07-065/JAS/09,F07-065,6,6.35,0.35,1,0.77,13.4,20.92,43.29
B1/F07-065/JAS/10,F07-065,6.35,6.7,0.35,1,0.86,7.85,32.82,41.77
B1/F07-065/JAS/11,F07-065,6.7,7.45,0.75,1,0.84,12.48,24.76,41.97
B1/F07-065/JAS/12,F07-065,7.45,8,0.55,1,0.52,6.55,36,42.69
B1/F07-065/JAS/13,F07-065,8,9,1,1,0.52,7.03,36.13,42.64
B1/F07-065/JAS/14,F07-065,9,9.6,0.6,1,0.35,6.64,38.54,40.47
B1/F07-066/JAS/01,F07-066,0,1,1,1,0.52,42.17,9.17,21.24
B1/F07-066/JAS/02,F07-066,1,1.3,0.3,1,0.85,48.61,11.71,23.38
B1/F07-066/JAS/03,F07-066,1.3,1.75,0.45,1,0.56,9.21,32.14,39.03
B1/F07-066/JAS/04,F07-066,1.75,2,0.25,1,1.74,27.13,17.33,33.06
B1/F07-066/JAS/05,F07-066,2,2.53,0.53,1,1.55,32.07,15.63,29.64
B1/F07-066/JAS/06,F07-066,2.53,3,0.47,1,0.87,7.11,31.89,41.67
B1/F07-066/JAS/07,F07-066,3,3.6,0.6,1,1.57,14.31,25.08,39.79
B1/F07-066/JAS/08,F07-066,3.6,3.75,0.15,1,0.79,6.64,33.77,40.66
B1/F07-066/JAS/09,F07-066,3.75,4,0.25,1,1.3,11.94,22.82,40.34
B1/F07-066/JAS/10,F07-066,4,5,1,1,1.22,10.11,25.65,42.2
B1/F07-066/JAS/11,F07-066,5,6,1,1,0.84,9.43,26.67,42.44
B1/F07-066/JAS/12,F07-066,6,7,1,1,0.41,7.81,30.55,43.41
B1/F07-066/JAS/13,F07-066,7,7.75,0.75,1,0.37,7.8,32.13,43.05
B1/F07-066/JAS/14,F07-066,7.75,8.18,0.43,1,0.27,5.61,37.21,42.17
B1/F07-066/JAS/15,F07-066,8.18,9,0.82,1,0.36,8.67,29.99,42.44
B1/F07-066/JAS/16,F07-066,9,10,1,1,0.3,7.11,34.04,41.54
