sample_id,hole_id,depth_from,depth_to,core_length,cr_%,ni,fe,mgo,sio2
B1/F09-232/JAS/18,F09-232,14,15,1,1,0.26,4.36,26.56,49.67
B1/F09-232/JAS/19,F09-232,15,16,1,1,0.23,4.51,29.24,47.13
B1/F09-232/JAS/20,F09-232,16,17,1,1,0.25,4.76,28.67,46.13
B1/F09-232/JAS/21,F09-232,17,18,1,1,0.24,4.3,26.68,51.65
B1/F09-232/JAS/22,F09-232,18,19,1,1,0.35,6.53,26.12,42.86
B1/F09-232/JAS/23,F09-232,19,20,1,1,0.26,5.31,27.4,43.71
B1/F09-232/JAS/24,F09-232,20,21,1,1,0.23,5.11,28.74,46.03
B1/F09-232/JAS/25,F09-232,21,22,1,1,0.26,5.77,27.28,43.03
B1/F09-232/JAS/26,F09-232,22,23,1,1,0.25,5.1,28.74,45.71
B1/F09-232/JAS/27,F09-232,23,24,1,1,0.27,6,28.51,43.62
B1/F09-232/JAS/28,F09-232,24,25,1,1,0.25,5.56,32.29,51.68
B1/F09-232/JAS/29,F09-232,25,25.7,0.7,1,0.15,3.07,35.95,56.11
B1/F09-233/JAS/01,F09-233,0,1,1,1,0.73,23.71,6.81,38.34
B1/F09-233/JAS/02,F09-233,1,2,1,1,0.47,37.78,1.78,23.13
B1/F09-233/JAS/03,F09-233,2,3,1,1,0.68,38.35,1.98,27.01
B1/F09-233/JAS/04,F09-233,3,4,1,1,0.78,30.04,3.81,33.48
B1/F09-233/JAS/05,F09-233,4,5,1,1,0.89,32.15,3.29,30.22
B1/F09-233/JAS/06,F09-233,5,5.7,0.7,1,1,21.88,8.55,36.99
B1/F09-233/JAS/07,F09-233,5.7,6,0.3,1,0.87,10.42,20.82,45.68
B1/F09-233/JAS/08,F09-233,6,7,1,1,0.87,10.42,20.82,45.68
B1/F09-233/JAS/09,F09-233,7,8,1,1,0.8,12.13,18.88,44.95
B1/F09-233/JAS/10,F09-233,8,8.7,0.7,1,0.62,9.53,22.59,46.27
B1/F09-233/JAS/11,F09-233,8.7,9,0.3,1,0.8,12.31,20.4,42.8
B1/F09-233/JAS/12,F09-233,9,10,1,1,0.79,11.71,20.68,43.73
B1/F09-233/JAS/13,F09-233,10,10.55,0.55,1,0.79,11.71,20.68,43.73
B1/F09-233/JAS/14,F09-233,10.55,11,0.45,1,1.79,11.56,20.37,39.82
B1/F09-233/JAS/15,F09-233,11,12,1,1,1.03,6.82,34.84,44.16
B1/F09-233/JAS/16,F09-233,12,13,1,1,1.05,8.61,31.77,43.67
B1/F09-234/JAS/01,F09-234,0,1,1,1,0.9,34.79,13.61,25.89
B1/F09-234/JAS/02,F09-234,1,2,0.78,0.78,1.1,34.33,13.67,23.73
B1/F09-234/JAS/03,F09-234,2,3,1,1,1.16,22,18.22,30.32
B1/F09-234/JAS/04,F09-234,3,3.7,0.7,1,1.09,18.23,18.63,33.68
B1/F09-234/JAS/05,F09-234,3.7,4.6,0.9,1,1.05,17.6,20.04,36.95
B1/F09-234/JAS/06,F09-234,4.6,5,0.4,1,1.01,7.68,23.76,42.08
B1/F09-234/JAS/07,F09-234,5,6,1,1,0.48,4.86,24.83,42.81
B1/F09-234/JAS/08,F09-234,6,7,1,1,1.3,13.74,19.54,34.51
B1/F09-234/JAS/09,F09-234,7,7.5,0.5,1,1.05,7.62,22.23,39.26
B1/F09-234/JAS/10,F09-234,7.5,8,0.5,1,1.21,8.8,21.84,36.28
B1/F09-234/JAS/11,F09-234,8,9,1,1,1.35,10.72,23.24,38.2
B1/F09-234/JAS/12,F09-234,9,10,1,1,1.19,11.32,22.66,37.42
B1/F09-234/JAS/13,F09-234,10,11,1,1,1.04,11.21,23.88,39.57
B1/F09-234/JAS/14,F09-234,11,12,1,1,1.05,9.98,23.28,39.63
B1/F09-234/JAS/15,F09-234,12,13,1,1,0.87,9.27,24.48,41.89
B1/F09-234/JAS/16,F09-234,13,13.4,0.4,1,0.39,8.62,25.26,43.55
B1/F09-234/JAS/17,F09-234,13.4,14,0.6,1,0.35,6.17,25.2,44.13
B1/F09-234/JAS/18,F09-234,14,15,1,1,0.32,5.92,24.66,43.82
B1/F09-234/JAS/19,F09-234,15,16,1,1,0.35,6.74,23.41,41.57
B1/F09-234/JAS/20,F09-234,16,17,1,1,0.49,6.35,23.84,41.02
B1/F09-234/JAS/21,F09-234,17,18,1,1,0.34,4.69,26.76,46.09
B1/F09-234/JAS/22,F09-234,18,18.55,0.55,1,0.27,5.06,24.98,43.84
B1/F09-234/JAS/23,F09-234,18.55,19.5,0.95,1,0.26,5.51,24.56,39.54
B1/F09-234/JAS/24,F09-234,19.5,20,0.5,1,0.29,5.82,24.19,39.94
B1/F09-235G/JAS/01,F09-235G,0,0.7,0.7,1,0.53,22.12,11.98,35.65
B1/F09-235G/JAS/02,F09-235G,0.7,1,0.3,1,0.53,22.23,13.17,35.82
B1/F09-235G/JAS/03,F09-235G,1,2,1,1,0.94,16.98,12.64,44.84
B1/F09-235G/JAS/04,F09-235G,2,3,1,1,0.75,13.89,15.8,47.13
B1/F09-235G/JAS/05,F09-235G,3,4,1,1,0.75,14.85,15.58,43.88
B1/F09-235G/JAS/06,F09-235G,4,4.56,0.56,1,0.97,16.76,15.21,41.98
B1/F09-235G/JAS/07,F09-235G,4.56,5,0.44,1,1.22,36.3,2.27,29.43
B1/F09-235G/JAS/08,F09-235G,5,6,1,1,1.37,26.35,7.61,29.82
B1/F09-235G/JAS/09,F09-235G,6,7,1,1,1.29,15.22,16.15,39.41
B1/F09-235G/JAS/10,F09-235G,7,8,1,1,1.98,15.42,16.74,36.93
B1/F09-235G/JAS/11,F09-235G,8,9,1,1,1.82,11.75,19.16,41.69
B1/F09-235G/JAS/12,F09-235G,9,10,1,1,1.8,14.04,17.8,39.54
B1/F09-235G/JAS/13,F09-235G,10,11,1,1,1.88,13.28,20.38,37.71
B1/F09-235G/JAS/14,F09-235G,11,12,1,1,2.08,15.58,17.4,36.33
B1/F09-235G/JAS/15,F09-235G,12,13,1,1,1.94,14.02,19.16,36.67
B1/F09-235G/JAS/16,F09-235G,13,14,1,1,1.58,10.02,23.03,40.39
B1/F09-235G/JAS/17,F09-235G,14,14.4,0.4,1,1.64,10.65,27.55,40.01
B1/F09-235G/JAS/18,F09-235G,14.4,15,0.6,1,1.64,10.65,27.55,40.01
B1/F09-235G/JAS/19,F09-235G,15,16,1,1,1.55,6.57,34.08,41.85
B1/F10-004/JAS/01,F10-004,0,1,1,1,0.86,19.5,19.91,34.72
B1/F10-004/JAS/02,F10-004,1,1.3,0.3,1,1.48,24.48,19.92,34.06
B1/F10-004/JAS/03,F10-004,1.3,2,0.7,1,1.46,20.32,22.66,42.07
B1/F10-004/JAS/04,F10-004,2,2.75,0.75,1,1.6,19.12,21.72,40.61
B1/F10-004/JAS/05,F10-004,2.75,3,0.25,1,1.21,8.4,24.36,45.8
B1/F10-004/JAS/06,F10-004,3,4,1,1,1.3,10.81,25.22,45.34
B1/F10-004/JAS/07,F10-004,4,5,1,1,1.15,13.56,25.54,43.66
B1/F10-004/JAS/08,F10-004,5,6,1,1,0.84,11.72,26.26,45.17
B1/F10-004/JAS/09,F10-004,6,7,1,1,0.75,7.76,27.62,49.64
B1/F10-004/JAS/10,F10-004,7,8,1,1,0.4,6.2,28.47,49.36
B1/F10-004/JAS/11,F10-004,8,9,1,1,0.31,5.13,27.9,49.67
B1/F10-004/JAS/12,F10-004,9,10,1,1,0.33,5.04,28.65,49.43
B1/F10-004/JAS/13,F10-004,10,11,1,1,0.31,5.43,30.1,45.71
B1/F10-004/JAS/14,F10-004,11,12,1,1,0.31,5.45,31.01,44.29
B1/F10-004/JAS/15,F10-004,12,13,1,1,0.28,5.52,30.51,46.02
B1/F10-004/JAS/16,F10-004,13,13.3,0.3,1,0.27,5.39,32.23,46.69
B1/F10-005/JAS/01,F10-005,0,1,1,1,0.74,28.25,7.14,31.55
B1/F10-005/JAS/02,F10-005,1,2,1,1,0.79,23.68,9.37,36.4
B1/F10-005/JAS/03,F10-005,2,3,1,1,0.7,14.58,18.4,40.08
B1/F10-005/JAS/04,F10-005,3,3.7,0.7,1,0.72,18.35,14.37,39.77
B1/F10-005/JAS/05,F10-005,3.7,4,0.3,1,0.85,11.09,21.95,42.27
B1/F10-005/JAS/06,F10-005,4,5,1,1,0.33,6.65,30.72,44.6
B1/F10-005/JAS/07,F10-005,5,6,1,1,0.28,6.29,32.64,43.12
B1/F10-005/JAS/08,F10-005,6,6.75,0.75,1,0.28,6.29,32.64,43.12
B1/F10-005/JAS/09,F10-005,6.75,7,0.25,1,0.25,5.51,34.12,43.74
B1/F10-005/JAS/10,F10-005,7,7.75,0.75,1,0.28,6.09,33.34,43.06
B1/F10-005/JAS/11,F10-005,7.75,8,0.25,1,0.28,6.29,32.64,43.12
B1/F10-005/JAS/12,F10-005,8,9,1,1,0.28,6.29,32.64,43.12
B1/F10-006/JAS/01,F10-006,0,1,1,1,0.66,20.4,20.89,34.83
B1/F10-006/JAS/02,F10-006,1,2,1,1,0.77,25.49,20.87,34.74
B1/F10-006/JAS/03,F10-006,2,3,1,1,0.75,20.59,22.52,36.78
B1/F10-006/JAS/04,F10-006,3,4,1,1,0.71,21.63,21.39,34.88
B1/F10-006/JAS/05,F10-006,4,5,1,1,0.79,20.46,23.24,38.55
B1/F10-006/JAS/06,F10-006,5,6,1,1,1.28,18.74,20.94,35.24
B1/F10-006/JAS/07,F10-006,6,7,1,1,1.22,13.96,22.97,38.4
B1/F10-006/JAS/08,F10-006,7,8,1,1,1.01,11.09,24.98,40.19
B1/F10-006/JAS/09,F10-006,8,9,1,1,0.29,5.14,25.04,39.65
B1/F10-006/JAS/10,F10-006,9,10,1,1,0.75,9.96,24.93,39.67
B1/F10-006/JAS/11,F10-006,10,11,1,1,0.74,8.8,26.2,41.38
B1/F10-006/JAS/12,F10-006,11,12,1,1,0.57,8.67,26.83,41.57
B1/F10-006/JAS/13,F10-006,12,13,1,1,0.37,7.13,27.02,43.08
B1/F10-006/JAS/14,F10-006,13,13.55,0.55,1,0.44,9.55,25.03,41.81
B1/F10-006/JAS/15,F10-006,13.55,14.25,0.7,1,0.3,5.42,24,40.73
B1/F10-006/JAS/16,F10-006,14.25,15,0.75,1,0.87,6.39,26.98,43.3
B1/F10-006/JAS/17,F10-006,15,16,1,1,0.37,6.72,25.52,44.21
B1/F10-006/JAS/18,F10-006,16,17,1,1,0.38,8.11,26.41,43.08
B1/F10-006/JAS/19,F10-006,17,18,1,1,0.38,7.44,25.22,42.03
B1/F10-006/JAS/20,F10-006,18,18.5,0.5,1,0.4,5.91,27.18,45.64
B1/F10-006/JAS/21,F10-006,18.5,19,0.5,1,0.47,7.8,25.72,43.55
B1/F10-006/JAS/22,F10-006,19,19.5,0.5,1,1.07,6.11,26.12,43.6
B1/F10-006/JAS/23,F10-006,19.5,20,0.5,1,1.27,4.16,26.79,45.48
B1/F10-006/JAS/24,F10-006,20,21,1,1,1.15,5.37,25.96,42.14
B1/F10-006/JAS/25,F10-006,21,22,1,1,0.4,7.05,24.03,40.27
B1/F10-006/JAS/26,F10-006,22,23,1,1,0.35,6.99,24.85,40.01
B1/F10-007/JAS/01,F10-007,0,1,1,1,0.6,23.71,5.26,36.38
B1/F10-007/JAS/02,F10-007,1,2,1,1,0.63,27.93,4.8,30.24
B1/F10-007/JAS/03,F10-007,2,3,1,1,0.73,28.62,4.57,31.27
B1/F10-007/JAS/04,F10-007,3,3.25,0.25,1,0.79,14.58,18.9,41.8
B1/F10-007/JAS/05,F10-007,3.25,4,0.75,1,0.41,8.33,25.1,46.17
B1/F10-007/JAS/06,F10-007,4,5,1,1,0.61,7.9,25.41,45.98
B1/F10-007/JAS/07,F10-007,5,6,1,1,0.38,7.55,26.33,47.19
B1/F10-007/JAS/08,F10-007,6,7,1,1,0.35,6.93,27.84,46.43
B1/F10-007/JAS/09,F10-007,7,8,1,1,0.3,6.3,29.04,47.71
B1/F10-007/JAS/10,F10-007,8,9,1,1,0.36,5.94,29.64,47.36
B1/F10-007/JAS/11,F10-007,9,10,1,1,0.24,5.28,32.86,46.53
B1/F10-007/JAS/12,F10-007,10,11,1,1,0.23,4.98,33.33,46.65
B1/F10-007/JAS/13,F10-007,11,11.65,0.65,1,0.25,4.76,34.87,46.27
B1/F10-007/JAS/14,F10-007,11.65,12,0.35,1,0.4,8.62,27.07,46.84
B1/F10-007/JAS/15,F10-007,12,13,1,1,0.36,7.01,25.07,51.41
B1/F10-007/JAS/16,F10-007,13,14,1,1,0.24,4.67,24.95,59.34
B1/F10-007/JAS/17,F10-007,14,15,1,1,0.2,4.02,27.41,58.93
B1/F10-008/JAS/01,F10-008,0,1,1,1,1.56,9.47,22.1,37.95
B1/F10-008/JAS/02,F10-008,1,2,1,1,1.16,25.12,16.42,28.34
B1/F10-008/JAS/03,F10-008,2,3,0.6,0.6,1.39,10.52,22.56,38.44
B1/F10-008/JAS/04,F10-008,3,3.35,0.35,1,1.5,10.02,21.61,36.99
B1/F10-008/JAS/05,F10-008,3.35,4,0.65,1,2.42,7.48,22.23,37.24
B1/F10-008/JAS/06,F10-008,4,5,1,1,3.36,6.72,21.64,36.1
B1/F10-008/JAS/07,F10-008,5,6,1,1,0.26,5.44,25.47,37.62
B1/F10-008/JAS/08,F10-008,6,7,1,1,0.54,6.77,22.22,38.43
B1/F10-008/JAS/09,F10-008,7,8,1,1,0.53,7.15,22.66,38.3
B1/F10-008/JAS/10,F10-008,8,8.32,0.32,1,0.91,10.17,21.36,36.72
B1/F10-008/JAS/11,F10-008,8.32,8.75,0.43,1,0.43,6.24,23.98,39.12
B1/F10-008/JAS/12,F10-008,8.75,9.2,0.45,1,0.66,7.39,22.54,38.81
B1/F10-008/JAS/13,F10-008,9.2,10,0.8,1,1.04,10.02,22.07,37.41
B1/F10-008/JAS/14,F10-008,10,11,1,1,1.32,14.72,20.5,34.24
B1/F10-008/JAS/15,F10-008,11,12,1,1,0.78,7.89,23.27,38.21
B1/F10-008/JAS/16,F10-008,12,13,1,1,0.47,6.96,24.06,38.98
B1/F10-008/JAS/17,F10-008,13,14,1,1,0.38,6.49,24.05,39.69
B1/F10-009/JAS/01,F10-009,0,1,1,1,1.03,19.88,17.46,34.82
B1/F10-009/JAS/02,F10-009,1,2,1,1,1.32,8.86,33.91,41.27
B1/F10-009/JAS/03,F10-009,2,2.4,0.4,1,1.3,6.45,35.95,42.74
B1/F10-009/JAS/04,F10-009,2.4,2.7,0.3,1,1.1,9.3,26.1,43.58
B1/F10-009/JAS/05,F10-009,2.7,3,0.3,1,1.1,9.3,26.1,43.58
B1/F10-009/JAS/06,F10-009,3,4,1,1,0.9,7.88,28.83,43.02
B1/F10-009/JAS/07,F10-009,4,5,1,1,0.96,12.19,20.79,40.93
B1/F10-009/JAS/08,F10-009,5,6,1,1,1.05,13.04,20.14,41.5
B1/F10-009/JAS/09,F10-009,6,7,1,1,0.95,10.13,24.51,42.07
B1/F10-009/JAS/10,F10-009,7,8,1,1,0.95,10.13,24.51,42.07
B1/F10-009/JAS/11,F10-009,8,8.25,0.25,1,0.95,10.13,24.51,42.07
B1/F10-009/JAS/12,F10-009,8.25,9,0.75,1,0.98,9.57,25.31,42.01
B1/F10-009/JAS/13,F10-009,9,10,1,1,0.91,9.07,25.7,42.16
B1/F10-009/JAS/14,F10-009,10,11,1,1,0.91,9.07,25.7,42.16
B1/F10-009/JAS/15,F10-009,11,12,1,1,0.91,9.07,25.7,42.16
B1/F10-010/JAS/01,F10-010,0,1,1,1,0.78,28.6,16.47,27.28
B1/F10-010/JAS/02,F10-010,1,1.8,0.8,1,1.24,17.39,16.18,27.28
B1/F10-010/JAS/03,F10-010,1.8,2.6,0.8,1,1.15,8.1,23.71,38.21
B1/F10-010/JAS/04,F10-010,2.6,3,0.4,1,0.84,5.62,24.17,39.72
B1/F10-010/JAS/05,F10-010,3,4,0.9,0.9,1.21,11.4,22.99,37.16
B1/F10-010/JAS/06,F10-010,4,5,0.9,0.9,1.15,11.19,22.85,37.61
B1/F10-010/JAS/07,F10-010,5,6,1,1,1,9.67,21.89,37.95
B1/F10-010/JAS/08,F10-010,6,7,1,1,0.9,10.41,22.61,37.94
B1/F10-010/JAS/09,F10-010,7,8,1,1,0.55,11.28,22.92,38.66
B1/F10-010/JAS/10,F10-010,8,8.3,0.3,1,0.41,8.68,23.29,38.33
B1/F10-010/JAS/11,F10-010,8.3,9.2,0.9,1,0.53,12.57,23.17,37.45
B1/F10-010/JAS/12,F10-010,9.2,10,0.8,1,0.41,8.99,24.43,38.94
B1/F10-010/JAS/13,F10-010,10,11,1,1,0.26,5.43,25.31,38.66
B1/F10-010/JAS/14,F10-010,11,11.4,0.4,1,0.3,5.59,24.15,39.12
B1/F10-010/JAS/15,F10-010,11.4,12,0.6,1,0.47,9.95,23.08,39
B1/F10-010/JAS/16,F10-010,12,12.7,0.7,1,0.24,5.1,25.62,37.84
B1/F10-011/JAS/01,F10-011,0,1,1,1,0.55,30.61,0.22,26.41
B1/F10-011/JAS/02,F10-011,1,1.5,0.5,1,0.78,29.97,2.54,27.73
B1/F10-011/JAS/03,F10-011,1.5,2,0.5,1,1.5,15.57,16.69,37.34
B1/F10-011/JAS/04,F10-011,2,3,1,1,2.03,13.09,20.94,35.82
B1/F10-011/JAS/05,F10-011,3,4,0.5,0.5,1.88,13.29,20.49,36.31
B1/F10-011/JAS/06,F10-011,4,5,1,1,1.75,13.21,20.15,37.38
B1/F10-011/JAS/07,F10-011,5,6,1,1,1.69,17.27,15.9,34.89
B1/F10-011/JAS/08,F10-011,6,6.25,0.25,1,1.79,14.52,18.41,36.48
B1/F10-011/JAS/09,F10-011,6.25,6.75,0.5,1,1.79,14.52,18.41,36.48
B1/F10-011/JAS/10,F10-011,6.75,7,0.25,1,1.73,6.31,28.58,40.32
B1/F10-011/JAS/11,F10-011,7,8,1,1,1.91,13.58,19.8,36.53
B1/F10-011/JAS/12,F10-011,8,9,1,1,1.25,12.49,25.91,37.46
B1/F10-011/JAS/13,F10-011,9,10,1,1,1.61,16.27,17.57,35.81
B1/F10-011/JAS/14,F10-011,10,11,1,1,1.36,14.35,23.95,37.39
B1/F10-011/JAS/15,F10-011,11,11.25,0.25,1,1.86,24.9,10.97,30.54
B1/F10-011/JAS/16,F10-011,11.25,12,0.75,1,0.58,8.82,37.56,42.02
B1/F10-011/JAS/17,F10-011,12,12.6,0.6,1,0.58,8.82,37.56,42.02
B1/F10-011/JAS/18,F10-011,12.6,13,0.4,1,0.58,8.82,37.56,42.02
B1/F10-011/JAS/19,F10-011,13,13.6,0.6,1,0.79,10.33,26.41,41.07
B1/F10-011/JAS/20,F10-011,13.6,14,0.4,1,0.72,14.78,19.46,39.43
B1/F10-011/JAS/21,F10-011,14,15,1,1,0.47,8.11,28.07,43.11
B1/F10-011/JAS/22,F10-011,15,16,1,1,0.44,8.85,29.57,42.09
B1/F10-011/JAS/23,F10-011,16,17,1,1,0.5,9.51,26.34,41.4
B1/F10-011/JAS/24,F10-011,17,17.85,0.85,1,0.38,7.57,29.66,42.82
B1/E07-216i/JAS/01,E07-216i,0,1,1,1,1.094,28.438,12.234,22.694
B1/E07-216i/JAS/02,E07-216i,1,2,1,1,1.454,17.738,19.258,37.526
B1/E07-216i/JAS/03,E07-216i,2,3,1,1,1.268,14.506,23.748,38.952
B1/E07-216i/JAS/04,E07-216i,3,4,1,1,0.561,9.365,26.45,39.653
B1/E07-216i/JAS/05,E07-216i,4,5,1,1,0.303,6.583,30.802,36.551
B1/E07-216i/JAS/06,E07-216i,5,6,1,1,0.338,6.434,29.041,39.257
B1/E07-216i/JAS/07,E07-216i,6,7,1,1,0.323,6.689,32.23,40.897
B1/E07-216i/JAS/08,E07-216i,7,8,1,1,0.464,7.751,30.455,39.283
B1/E07-216i/JAS/09,E07-216i,8,9,1,1,0.462,8.067,29.182,41.758
B1/E07-216i/JAS/10,E07-216i,9,10,1,1,0.269,5.972,33.411,39.59
B1/E07-216i/JAS/11,E07-216i,10,11,1,1,0.258,5.933,34.345,38.755
B1/E07-214i/JAS/01,E07-214i,0,1,1,1,0.461,36.109,1.707,11.359
B1/E07-214i/JAS/02,E07-214i,1,2,1,1,0.847,40.689,2.72,9.077
B1/E07-214i/JAS/03,E07-214i,2,3,1,1,1.276,43.556,5.278,14.019
B1/E07-214i/JAS/04,E07-214i,3,4,1,1,1.205,19.251,21.031,35.392
B1/E07-214i/JAS/05,E07-214i,4,5,1,1,0.752,11.171,25.52,36.929
B1/E07-214i/JAS/06,E07-214i,5,6,1,1,0.402,7.876,30.816,38.557
B1/E07-214i/JAS/07,E07-214i,6,7,1,1,0.353,7.822,32.094,40.426
B1/E07-214i/JAS/08,E07-214i,7,8,1,1,0.358,7.509,33.302,41.08
B1/E07-214i/JAS/09,E07-214i,8,9,1,1,0.336,7.264,31.835,41.169
B1/E07-214i/JAS/10,E07-214i,9,10,1,1,0.272,6.153,32.066,42.743
B1/E07-214i/JAS/11,E07-214i,10,11,1,1,0.259,5.821,33.463,42.747
B1/E07-214i/JAS/12,E07-214i,11,12,1,1,0.229,5.178,29.502,37.728
B1/E07-214i/JAS/13,E07-214i,12,13,1,1,0.248,5.685,33.261,42.865
B1/E07-214i/JAS/14,E07-214i,13,14,1,1,0.231,5.454,33.238,44.446
B1/E07-214i/JAS/15,E07-214i,14,15,1,1,0.249,5.622,33.968,42.303
B1/E07-217i/JAS/01,E07-217i,0,1,1,1,0.431,36.095,1.994,12.415
B1/E07-217i/JAS/02,E07-217i,1,2,1,1,0.392,34.47,1.564,13.085
B1/E07-217i/JAS/03,E07-217i,2,3,1,1,0.474,37.817,1.854,11.828
B1/E07-217i/JAS/04,E07-217i,3,4,1,1,0.582,40.23,3.452,11.188
B1/E07-217i/JAS/05,E07-217i,4,5,1,1,1.234,30.358,9.052,19.522
B1/E07-217i/JAS/06,E07-217i,5,6,1,1,1.116,9.247,29.082,40.94
B1/E07-217i/JAS/07,E07-217i,6,7,1,1,0.614,7.737,30.322,39.2
B1/E07-217i/JAS/08,E07-217i,7,8,1,1,0.495,6.99,30.709,41.07
B1/E07-217i/JAS/09,E07-217i,8,9,1,1,0.47,7.255,31.403,41.132
B1/E07-217i/JAS/10,E07-217i,9,10,1,1,0.301,6.701,32.845,39.805
B1/E07-217i/JAS/11,E07-217i,10,10.6,0.6,1,0.286,6.208,34.575,38.984
B1/E07-217i/JAS/12,E07-217i,10.6,11.25,0.65,1,0.263,5.978,35.241,35.829
B1/E07-217i/JAS/13,E07-217i,11.25,12,0.75,1,0.263,5.953,33.902,39.133
B1/E07-217i/JAS/14,E07-217i,12,13,1,1,0.272,5.958,33.891,41.051
B1/E07-217i/JAS/15,E07-217i,13,14,1,1,0.309,6.498,32.663,40.708
B1/E07-217i/JAS/16,E07-217i,14,15,1,1,0.283,6.107,34.439,40.263
B1/E07-214/JAS/01,E07-214,0,1,1,1,0.665,33.732,2.518,13.54
B1/E07-214/JAS/02,E07-214,1,2,1,1,0.876,25.879,10.288,25.289
B1/E07-214/JAS/03,E07-214,2,3,1,1,0.671,15.751,20.719,38.225
B1/E07-214/JAS/04,E07-214,3,4,1,1,0.48,14.06,23.834,39.966
B1/E07-214/JAS/05,E07-214,4,5,1,1,0.393,10.717,25.453,38.642
B1/E07-214/JAS/06,E07-214,5,6,1,1,0.295,6.974,29.61,38.553
B1/E07-214/JAS/07,E07-214,6,6.75,0.75,1,0.267,6.246,33.68,39.902
B1/E07-214/JAS/08,E07-214,6.75,7.1,0.35,1,0.24,5.704,33.974,36.614
B1/E07-214/JAS/09,E07-214,7.1,7.32,0.22,1,0.252,5.996,33.156,36.289
B1/E07-214/JAS/10,E07-214,7.32,7.7,0.38,1,0.24,5.576,33.905,34.467
B1/E07-215i/JAS/01,E07-215i,0,1,1,1,0.446,35.602,1.541,13.286
B1/E07-215i/JAS/02,E07-215i,1,2,1,1,0.498,36.865,1.99,11.664
B1/E07-215i/JAS/03,E07-215i,2,3,1,1,0.412,34.822,1.701,13.325
B1/E07-215i/JAS/04,E07-215i,3,4,1,1,0.508,35.604,2.319,12.896
B1/E07-215i/JAS/05,E07-215i,4,5,1,1,0.549,44.368,2.271,8.815
B1/E07-215i/JAS/06,E07-215i,5,6,1,1,0.6,46.157,2.192,8.173
B1/E07-215i/JAS/07,E07-215i,6,7,1,1,1.667,23.335,11.842,28.232
B1/E07-215i/JAS/08,E07-215i,7,8,1,1,1.789,12.021,24.868,41.466
B1/E07-215i/JAS/09,E07-215i,8,9,1,1,1.518,8.993,28.433,39.953
B1/E07-215i/JAS/10,E07-215i,9,10,1,1,1.199,7.804,30.704,42.848
B1/E07-215i/JAS/11,E07-215i,10,11,1,1,0.659,8.058,30.082,41.322
B1/E07-215i/JAS/12,E07-215i,11,12,1,1,0.377,6.536,32.234,42.299
B1/E07-215i/JAS/13,E07-215i,12,13,1,1,0.263,5.788,31.936,40.324
B1/E07-215i/JAS/14,E07-215i,13,13.3,0.3,1,0.26,6.013,33.587,35.12
B1/E07-215i/JAS/15,E07-215i,13.3,14,0.7,1,0.269,7.04,30.808,37.294
B1/E07-215i/JAS/16,E07-215i,14,15,1,1,0.251,5.777,31.699,35.748
B1/E07-214R/JAS/01,E07-214R,0,1,1,1,0.685,33.405,2.889,14.196
B1/E07-214R/JAS/02,E07-214R,1,2,1,1,0.919,30.186,5.816,20.544
B1/E07-214R/JAS/03,E07-214R,2,3,1,1,0.757,13.698,23.672,40.784
B1/E07-214R/JAS/04,E07-214R,3,4,1,1,0.415,10.781,25.645,38.406
B1/E07-214R/JAS/05,E07-214R,4,5,1,1,0.396,10.85,24.43,37.408
B1/E07-214R/JAS/06,E07-214R,5,6,1,1,0.271,6.333,30.605,37.402
B1/E07-214R/JAS/07,E07-214R,6,7,1,1,0.261,6.143,33.736,37.377
B1/E07-214R/JAS/08,E07-214R,7,7.7,0.7,1,0.245,5.727,34.302,35.049
B1/E07-214R/JAS/09,E07-214R,7.7,8,0.3,1,0.247,5.898,33.974,36.293
B1/E07-214R/JAS/10,E07-214R,8,9,1,1,0.248,5.738,34.879,36.907
B1/E07-214R/JAS/11,E07-214R,9,10,1,1,0.247,5.834,35.025,37.883
B1/E07-214R/JAS/12,E07-214R,10,11,1,1,0.263,6.182,31.514,35.848
B1/E07-214R/JAS/13,E07-214R,11,11.5,0.5,1,0.249,5.713,33.046,34.879
B1/E07-214R/JAS/14,E07-214R,11.5,12,0.5,1,0.319,7.345,29.774,37.008
B1/E07-214R/JAS/15,E07-214R,12,13,1,1,0.301,6.595,31.72,37.496
B1/E07-214R/JAS/16,E07-214R,13,14,1,1,0.269,6.424,31.342,38.188
B1/E07-214R/JAS/17,E07-214R,14,15,1,1,0.269,6.563,30.841,38.987
B1/E07-213i/JAS/01,E07-213i,0,1,1,1,0.628,35.619,2.046,11.236
B1/E07-213i/JAS/02,E07-213i,1,2,1,1,0.718,41.427,2.796,9.594
B1/E07-213i/JAS/03,E07-213i,2,3,1,1,1.038,16.644,19.669,29.32
B1/E07-213i/JAS/04,E07-213i,3,4,1,1,0.257,5.857,34.825,38.194
B1/E07-213i/JAS/05,E07-213i,4,4.63,0.63,1,0.256,5.652,33.521,37.235
B1/E07-213i/JAS/06,E07-213i,4.63,5,0.37,1,0.737,7.072,31.502,39.383
B1/E07-213i/JAS/07,E07-213i,5,5.3,0.3,1,0.233,5.272,34.171,41.108
B1/E07-213i/JAS/08,E07-213i,5.3,6,0.7,1,0.3,7.307,30.989,40.198
B1/E07-213i/JAS/09,E07-213i,6,7,1,1,0.245,5.678,35.513,40.863
B1/E07-213i/JAS/10,E07-213i,7,7.4,0.4,1,0.26,5.836,32.621,38.219
