sample_id,hole_id,depth_from,depth_to,core_length,cr_%,lith
B1/E08-055/JAS/02,E08-055,0.74,1,0.26,1,LIM
B1/E08-055/JAS/03,E08-055,1,2,0.42,0.42,LIM
B1/E08-055/JAS/04,E08-055,2,3,1,1,SAP
B1/E08-055/JAS/05,E08-055,3,3.34,0.34,1,SAP
B1/E08-055/JAS/06,E08-055,3.34,4,0.66,1,RSAP
B1/E08-055/JAS/07,E08-055,4,5,1,1,RSAP
B1/E08-055/JAS/08,E08-055,5,6,1,1,RSAP
B1/E08-055/JAS/09,E08-055,6,7,1,1,RSAP
B1/E08-055/JAS/10,E08-055,7,8,0.8,0.8,RSAP
B1/E08-055/JAS/11,E08-055,8,9,1,1,RSAP
B1/E08-055/JAS/12,E08-055,9,9.33,0.33,1,BLD
B1/E08-055/JAS/13,E08-055,9.33,10,0.67,1,RSAP
B1/E08-055/JAS/14,E08-055,10,11,1,1,RSAP
B1/E08-055/JAS/15,E08-055,11,12,1,1,RSAP
B1/E08-055/JAS/16,E08-055,12,13,1,1,RSAP
B1/E08-055/JAS/17,E08-055,13,13.67,0.67,1,RSAP
B1/E08-055/JAS/18,E08-055,13.67,14,0.33,1,BLD
B1/E08-055/JAS/19,E08-055,14,15,1,1,RSAP
B1/E08-055/JAS/20,E08-055,15,15.6,0.6,1,BLD
B1/E08-055/JAS/21,E08-055,15.6,16,0.4,1,RSAP
B1/E08-081/JAS/01,E08-081,0,1,1,1,LIM
B1/E08-081/JAS/02,E08-081,1,2,1,1,LIM
B1/E08-081/JAS/03,E08-081,2,3,0.8,0.8,LIM
B1/E08-081/JAS/04,E08-081,3,4,1,1,LIM
B1/E08-081/JAS/05,E08-081,4,4.4,0.4,1,LIM
B1/E08-081/JAS/06,E08-081,4.4,5,0.6,1,SAP
B1/E08-081/JAS/07,E08-081,5,6,0.8,0.8,SAP
B1/E08-081/JAS/08,E08-081,6,7,1,1,SAP
B1/E08-081/JAS/09,E08-081,7,8,1,1,SAP
B1/E08-081/JAS/10,E08-081,8,8.45,0.45,1,SAP
B1/E08-081/JAS/11,E08-081,8.45,9,0.55,1,SAP
B1/E08-081/JAS/12,E08-081,9,10,1,1,SAP
B1/E08-081/JAS/13,E08-081,10,11,1,1,RSAP
B1/E08-081/JAS/14,E08-081,11,12,1,1,RSAP
B1/E08-081/JAS/15,E08-081,12,13,1,1,SAP
B1/E08-081/JAS/16,E08-081,13,14,1,1,SAP
B1/E08-081/JAS/17,E08-081,14,15,1,1,RSAP
B1/E08-081/JAS/18,E08-081,15,15.74,0.74,1,RSAP
B1/E08-081/JAS/19,E08-081,15.74,16,0.26,1,BLD
B1/E08-081/JAS/20,E08-081,16,17,1,1,SAP
B1/E08-081/JAS/21,E08-081,17,18,1,1,SAP
B1/E08-081/JAS/22,E08-081,18,18.6,0.6,1,SAP
B1/E08-081/JAS/23,E08-081,18.6,19,0.4,1,SAP
B1/E08-081/JAS/24,E08-081,19,20,1,1,SAP
B1/E08-081/JAS/25,E08-081,20,21,1,1,SAP
B1/E08-081/JAS/26,E08-081,21,21.45,0.45,1,SAP
B1/E08-081/JAS/27,E08-081,21.45,22,0.55,1,SAP
B1/E08-081/JAS/28,E08-081,22,23,1,1,SAP
B1/E08-081/JAS/29,E08-081,23,23.45,0.45,1,SAP
B1/E08-081/JAS/30,E08-081,23.45,24,0.55,1,RSAP
B1/E08-083/JAS/01,E08-083,0,0.5,0.5,1,LIM
B1/E08-083/JAS/02,E08-083,0.5,1,0.5,1,SAP
B1/E08-083/JAS/03,E08-083,1,2,1,1,SAP
B1/E08-083/JAS/04,E08-083,2,3,1,1,SAP
B1/E08-083/JAS/05,E08-083,3,4,1,1,SAP
B1/E08-083/JAS/06,E08-083,4,4.67,0.67,1,SAP
B1/E08-083/JAS/07,E08-083,4.67,5,0.13,0.393939394,BLD
B1/E08-083/JAS/08,E08-083,5,6,1,1,SAP
B1/E08-083/JAS/09,E08-083,6,6.5,0.5,1,BLD
B1/E08-083/JAS/10,E08-083,6.5,7,0.5,1,SAP
B1/E08-083/JAS/11,E08-083,7,8,1,1,RSAP
B1/E08-083/JAS/12,E08-083,8,9,1,1,RSAP
B1/E08-083/JAS/13,E08-083,9,10,1,1,RSAP
B1/E08-083/JAS/14,E08-083,10,11,1,1,RSAP
B1/E08-083/JAS/15,E08-083,11,12,1,1,RSAP
B1/E08-085/JAS/01,E08-085,0,1,1,1,LIM
B1/E08-085/JAS/02,E08-085,1,2,1,1,SAP
B1/E08-085/JAS/03,E08-085,2,3,1,1,SAP
B1/E08-085/JAS/04,E08-085,3,4,1,1,SAP
B1/E08-085/JAS/05,E08-085,4,5,1,1,SAP
B1/E08-085/JAS/06,E08-085,5,6,1,1,SAP
B1/E08-085/JAS/07,E08-085,6,7,1,1,SAP
B1/E08-085/JAS/08,E08-085,7,8,1,1,SAP
B1/E08-085/JAS/09,E08-085,8,8.3,0.3,1,SAP
B1/E08-085/JAS/10,E08-085,8.3,9,0.4,0.571428571,SAP
B1/E08-085/JAS/11,E08-085,9,9.3,0.3,1,RSAP
B1/E08-085/JAS/12,E08-085,9.3,9.7,0.4,1,RSAP
B1/E08-085/JAS/13,E08-085,9.7,10,0.3,1,RSAP
B1/E08-085/JAS/14,E08-085,10,11,1,1,RSAP
B1/E08-085/JAS/15,E08-085,11,12,1,1,RSAP
B1/E08-085/JAS/16,E08-085,12,13,1,1,RSAP
B1/E08-085/JAS/17,E08-085,13,14,1,1,RSAP
B1/E08-085/JAS/18,E08-085,14,15,1,1,RSAP
B1/E08-085/JAS/19,E08-085,15,16,1,1,RSAP
B1/E08-085/JAS/20,E08-085,16,17,1,1,RSAP
B1/E08-085/JAS/21,E08-085,17,18,1,1,RSAP
B1/E08-085/JAS/22,E08-085,18,19,1,1,RSAP
B1/E08-085/JAS/23,E08-085,19,20,1,1,RSAP
B1/E08-085/JAS/24,E08-085,20,21,1,1,BRK
B1/E08-087/JAS/01,E08-087,0,1,1,1,LIM
B1/E08-087/JAS/02,E08-087,1,2,1,1,SAP
B1/E08-087/JAS/03,E08-087,2,3,1,1,SAP
B1/E08-087/JAS/04,E08-087,3,4,1,1,SAP
B1/E08-087/JAS/05,E08-087,4,5,1,1,SAP
B1/E08-087/JAS/06,E08-087,5,6,1,1,SROC
B1/E08-087/JAS/07,E08-087,6,7,1,1,SROC
B1/E08-087/JAS/08,E08-087,7,8,1,1,BRK
B1/E08-087/JAS/09,E08-087,8,8.7,0.7,1,BRK
B1/E08-093/JAS/01,E08-093,0,0.73,0.73,1,LIM
B1/E08-093/JAS/02,E08-093,0.73,1,0.17,0.62962963,BLD
B1/E08-093/JAS/03,E08-093,1,2,1,1,SAP
B1/E08-093/JAS/04,E08-093,2,2.35,0.35,1,SAP
B1/E08-093/JAS/05,E08-093,2.35,3,0.3,0.461538462,SAP
B1/E08-093/JAS/06,E08-093,3,4,0.5,0.5,SAP
B1/E08-093/JAS/07,E08-093,4,5,1,1,SAP
B1/E08-093/JAS/08,E08-093,5,5.45,0.45,1,SAP
B1/E08-093/JAS/09,E08-093,5.45,5.8,0.35,1,BLD
B1/E08-093/JAS/10,E08-093,5.8,6,0.2,1,SAP
B1/E08-093/JAS/11,E08-093,6,7,1,1,SAP
B1/E08-093/JAS/12,E08-093,7,7.45,0.45,1,SAP
B1/E08-093/JAS/13,E08-093,7.45,7.75,0.25,0.833333333,BLD
B1/E08-093/JAS/14,E08-093,7.75,8,0.25,1,SAP
B1/E08-093/JAS/15,E08-093,8,8.3,0.3,1,SROC
B1/E08-093/JAS/16,E08-093,8.3,8.7,0.4,1,SROC
B1/E08-093/JAS/17,E08-093,8.7,9,0.3,1,SROC
B1/E08-093/JAS/18,E08-093,9,10,1,1,BRK
B1/E08-095/JAS/01,E08-095,0,1,1,1,LIM
B1/E08-095/JAS/02,E08-095,1,2,1,1,SAP
B1/E08-095/JAS/03,E08-095,2,3,1,1,SAP
B1/E08-095/JAS/04,E08-095,3,4,1,1,SAP
B1/E08-095/JAS/05,E08-095,4,5,1,1,SAP
B1/E08-095/JAS/06,E08-095,5,5.15,0.15,1,SAP
B1/E08-095/JAS/07,E08-095,5.15,6,0.85,1,BLD
B1/E08-095/JAS/08,E08-095,6,7,0.6,0.6,BLD
B1/E08-095/JAS/09,E08-095,7,7.43,0.43,1,RSAP
B1/E08-095/JAS/10,E08-095,7.43,8,0.57,1,BRK
B1/E08-113/JAS/01,E08-113,0,1,1,1,LIM
B1/E08-113/JAS/02,E08-113,1,2,1,1,LIM
B1/E08-113/JAS/03,E08-113,2,2.35,0.35,1,LIM
B1/E08-113/JAS/04,E08-113,2.35,3,0.5,0.769230769,SAP
B1/E08-113/JAS/05,E08-113,3,4,1,1,SAP
B1/E08-113/JAS/06,E08-113,4,5,1,1,SAP
B1/E08-113/JAS/07,E08-113,5,6,0.9,0.9,RSAP
B1/E08-113/JAS/08,E08-113,6,7,1,1,RSAP
B1/E08-113/JAS/09,E08-113,7,8,1,1,SAP
B1/E08-113/JAS/10,E08-113,8,9,1,1,SAP
B1/E08-113/JAS/11,E08-113,9,9.6,0.6,1,SAP
B1/E08-113/JAS/12,E08-113,9.6,10,0.4,1,BLD
B1/E08-113/JAS/13,E08-113,10,10.3,0.3,1,BLD
B1/E08-113/JAS/14,E08-113,10.3,11,0.7,1,RSAP
B1/E08-113/JAS/15,E08-113,11,11.35,0.35,1,BLD
B1/E08-113/JAS/16,E08-113,11.35,12,0.65,1,RSAP
B1/E08-113/JAS/17,E08-113,12,13,1,1,RSAP
B1/E08-113/JAS/18,E08-113,13,13.35,0.35,1,BLD
B1/E08-113/JAS/19,E08-113,13.35,14,0.65,1,SAP
B1/E08-113/JAS/20,E08-113,14,15,1,1,SAP
B1/E08-113/JAS/21,E08-113,15,16,1,1,SAP
B1/E08-113/JAS/22,E08-113,16,17,1,1,RSAP
B1/E08-113/JAS/23,E08-113,17,18,1,1,RSAP
B1/E08-113/JAS/24,E08-113,18,18.4,0.4,1,RSAP
B1/E08-113/JAS/25,E08-113,18.4,19,0.6,1,SAP
B1/E08-113/JAS/26,E08-113,19,20,1,1,RSAP
B1/E08-113/JAS/27,E08-113,20,20.75,0.75,1,BLD
B1/E08-113/JAS/28,E08-113,20.75,21,0.25,1,SAP
B1/E08-113/JAS/29,E08-113,21,22,1,1,SAP
B1/E08-115/JAS/01,E08-115,0,1,1,1,LIM
B1/E08-115/JAS/02,E08-115,1,2,1,1,SAP
B1/E08-115/JAS/03,E08-115,2,3,1,1,SAP
B1/E08-115/JAS/04,E08-115,3,4,1,1,SAP
B1/E08-115/JAS/05,E08-115,4,4.6,0.6,1,SAP
B1/E08-115/JAS/06,E08-115,4.6,5,0.4,1,SAP
B1/E08-115/JAS/07,E08-115,5,6,1,1,SAP
B1/E08-115/JAS/08,E08-115,6,7,1,1,SAP
B1/E08-115/JAS/09,E08-115,7,8,1,1,SAP
B1/E08-115/JAS/10,E08-115,8,8.3,0.3,1,SAP
B1/E08-115/JAS/11,E08-115,8.3,8.6,0.3,1,BLD
B1/E08-115/JAS/12,E08-115,8.6,9,0.4,1,RSAP
B1/E08-115/JAS/13,E08-115,9,9.3,0.3,1,BLD
B1/E08-115/JAS/14,E08-115,9.3,10,0.7,1,RSAP
B1/E08-117/JAS/01,E08-117,0,1,1,1,LIM
B1/E08-117/JAS/02,E08-117,1,2,1,1,LIM
B1/E08-117/JAS/03,E08-117,2,3,0.6,0.6,LIM
B1/E08-117/JAS/04,E08-117,3,4,0.8,0.8,LIM
B1/E08-117/JAS/05,E08-117,4,5,1,1,LIM
B1/E08-117/JAS/06,E08-117,5,6,1,1,SAP
B1/E08-117/JAS/07,E08-117,6,7,1,1,SAP
B1/E08-117/JAS/08,E08-117,7,8,1,1,SAP
B1/E08-117/JAS/09,E08-117,8,8.25,0.25,1,SAP
B1/E08-117/JAS/10,E08-117,8.25,9,0.75,1,BLD
B1/E08-117/JAS/11,E08-117,9,10,1,1,SAP
B1/E08-117/JAS/12,E08-117,10,10.55,0.55,1,SAP
B1/E08-117/JAS/13,E08-117,10.55,11,0.45,1,SAP
B1/E08-117/JAS/14,E08-117,11,12,1,1,SAP
B1/E08-117/JAS/15,E08-117,12,12.4,0.4,1,SAP
B1/E08-117/JAS/16,E08-117,12.4,13,0.6,1,BLD
B1/E08-117/JAS/17,E08-117,13,14,1,1,SAP
B1/E08-117/JAS/18,E08-117,14,15,1,1,SAP
B1/E08-117/JAS/19,E08-117,15,16,1,1,SAP
B1/E08-117/JAS/20,E08-117,16,16.5,0.5,1,BRK
B1/E08-119/JAS/01,E08-119,0,1,1,1,LIM
B1/E08-119/JAS/02,E08-119,1,2,1,1,LIM
B1/E08-119/JAS/03,E08-119,2,3,1,1,SAP
B1/E08-119/JAS/04,E08-119,3,3.5,0.5,1,SAP
B1/E08-119/JAS/05,E08-119,3.5,3.7,0.2,1,SAP
B1/E08-119/JAS/06,E08-119,3.7,4,0.3,1,SAP
B1/E08-119/JAS/07,E08-119,4,5,1,1,SAP
B1/E08-119/JAS/08,E08-119,5,6,1,1,SAP
B1/E08-119/JAS/09,E08-119,6,7,1,1,SAP
B1/E08-119/JAS/10,E08-119,7,8,1,1,SAP
B1/E08-119/JAS/11,E08-119,8,9,1,1,SAP
B1/E08-119/JAS/12,E08-119,9,10,1,1,BRK
B1/E08-119/JAS/13,E08-119,10,11,1,1,BRK
B1/E08-119/JAS/14,E08-119,11,12,1,1,BRK
B1/E08-121/JAS/01,E08-121,0,1,1,1,SAP
B1/E08-121/JAS/02,E08-121,1,2,1,1,SROC
B1/E08-121/JAS/03,E08-121,2,3,1,1,SROC
B1/E08-121/JAS/04,E08-121,3,4,1,1,SROC
B1/E08-121/JAS/05,E08-121,4,5,1,1,SROC
B1/E08-121/JAS/06,E08-121,5,6,1,1,BRK
B1/E08-121/JAS/07,E08-121,6,7,1,1,BRK
B1/E08-125/JAS/01,E08-125,0,0.36,0.36,1,LIM
B1/E08-125/JAS/02,E08-125,0.36,1,0.64,1,SAP
B1/E08-125/JAS/03,E08-125,1,1.6,0.6,1,SAP
B1/E08-125/JAS/04,E08-125,1.6,1.8,0.2,1,BLD
B1/E08-125/JAS/05,E08-125,1.8,2,0.2,1,SAP
B1/E08-125/JAS/06,E08-125,2,3,1,1,SAP
B1/E08-125/JAS/07,E08-125,3,4,1,1,SAP
B1/E08-125/JAS/08,E08-125,4,4.3,0.3,1,RSAP
B1/E08-125/JAS/09,E08-125,4.3,4.5,0.2,1,BLD
B1/E08-125/JAS/10,E08-125,4.5,5,0.5,1,SAP
B1/E08-125/JAS/11,E08-125,5,5.2,0.2,1,RSAP
B1/E08-125/JAS/12,E08-125,5.2,5.4,0.2,1,BLD
B1/E08-125/JAS/13,E08-125,5.4,6,0.6,1,RSAP
B1/E08-126/JAS/01,E08-126,0,0.5,0.5,1,LIM
B1/E08-126/JAS/02,E08-126,0.5,1,0.5,1,LIM
B1/E08-126/JAS/03,E08-126,1,2,1,1,SAP
B1/E08-126/JAS/04,E08-126,2,3,1,1,SAP
B1/E08-126/JAS/05,E08-126,3,3.44,0.4,0.909090909,RSAP
B1/E08-126/JAS/06,E08-126,3.44,4,0.46,0.821428571,RSAP
B1/E08-126/JAS/07,E08-126,4,4.7,0.7,1,SROC
B1/E08-126/JAS/08,E08-126,4.7,5,0.3,1,BRK
B1/E08-127/JAS/01,E08-127,0,1,1,1,LIM
B1/E08-127/JAS/02,E08-127,1,2,1,1,LIM
B1/E08-127/JAS/03,E08-127,2,3,1,1,SAP
B1/E08-127/JAS/04,E08-127,3,4,1,1,SROC
B1/E08-127/JAS/05,E08-127,4,5,1,1,SROC
B1/E08-127/JAS/06,E08-127,5,6,1,1,BRK
B1/E08-128/JAS/01,E08-128,0,0.5,0.5,1,LIM
B1/E08-128/JAS/02,E08-128,0.5,1,0.5,1,SAP
B1/E08-128/JAS/03,E08-128,1,2,1,1,SAP
B1/E08-128/JAS/04,E08-128,2,2.4,0.4,1,SAP
B1/E08-128/JAS/05,E08-128,2.4,3,0.6,1,SAP
B1/E08-128/JAS/06,E08-128,3,4,1,1,SAP
B1/E08-128/JAS/07,E08-128,4,4.8,0.8,1,RSAP
B1/E08-128/JAS/08,E08-128,4.8,5,0.2,1,BLD
B1/E08-128/JAS/09,E08-128,5,5.7,0.7,1,SROC
B1/E08-128/JAS/10,E08-128,5.7,6,0.3,1,SROC
B1/E08-145/JAS/01,E08-145,0,1,1,1,LIM
B1/E08-145/JAS/02,E08-145,1,1.8,0.8,1,LIM
B1/E08-145/JAS/03,E08-145,1.8,2,0.2,1,BLD
B1/E08-145/JAS/04,E08-145,2,2.65,0.65,1,BLD
B1/E08-145/JAS/05,E08-145,2.65,3,0.35,1,LIM
B1/E08-145/JAS/06,E08-145,3,3.85,0.85,1,SAP
B1/E08-145/JAS/07,E08-145,3.85,4,0.15,1,BLD
B1/E08-145/JAS/08,E08-145,4,4.7,0.7,1,BLD
B1/E08-145/JAS/09,E08-145,4.7,5,0.3,1,SAP
B1/E08-145/JAS/10,E08-145,5,6,0.65,0.65,RSAP
B1/E08-145/JAS/11,E08-145,6,6.75,0.75,1,SAP
B1/E08-145/JAS/12,E08-145,6.75,7,0.25,1,BLD
B1/E08-145/JAS/13,E08-145,7,8,1,1,SAP
B1/E08-145/JAS/14,E08-145,8,8.3,0.3,1,RSAP
B1/E08-145/JAS/15,E08-145,8.3,8.52,0.22,1,BLD
B1/E08-145/JAS/16,E08-145,8.52,9,0.48,1,RSAP
B1/E08-145/JAS/17,E08-145,9,9.42,0.42,1,SAP
B1/E08-145/JAS/18,E08-145,9.42,10,0.33,0.568965517,BLD
B1/E08-145/JAS/19,E08-145,10,11,1,1,SAP
B1/E08-145/JAS/20,E08-145,11,12,1,1,SAP
B1/E08-145/JAS/21,E08-145,12,13,1,1,SAP
B1/E08-145/JAS/22,E08-145,13,14,1,1,SAP
B1/E08-145/JAS/23,E08-145,14,15,1,1,RSAP
B1/E08-145/JAS/24,E08-145,15,16,1,1,BLD
B1/E08-145/JAS/25,E08-145,16,17,1,1,BLD
B1/E08-147/JAS/01,E08-147,0,1,1,1,LIM
B1/E08-147/JAS/02,E08-147,1,2,1,1,LIM
B1/E08-147/JAS/03,E08-147,2,3,1,1,LIM
B1/E08-147/JAS/04,E08-147,3,3.6,0.6,1,LIM
B1/E08-147/JAS/05,E08-147,3.6,4,0.4,1,SAP
B1/E08-147/JAS/06,E08-147,4,5,1,1,SAP
B1/E08-147/JAS/07,E08-147,5,6,1,1,SROC
B1/E08-147/JAS/08,E08-147,6,7,1,1,BRK
B1/E08-147/JAS/09,E08-147,7,7.5,0.5,1,BRK
B1/E08-149/JAS/01,E08-149,0,1,1,1,LIM
B1/E08-149/JAS/02,E08-149,1,2,1,1,LIM
B1/E08-149/JAS/03,E08-149,2,3,0.6,0.6,LIM
B1/E08-149/JAS/04,E08-149,3,3.6,0.6,1,LIM
B1/E08-149/JAS/05,E08-149,3.6,4,0.4,1,SAP
B1/E08-149/JAS/06,E08-149,4,5,1,1,SAP
B1/E08-149/JAS/07,E08-149,5,6,1,1,SAP
B1/E08-149/JAS/08,E08-149,6,7,1,1,SAP
B1/E08-149/JAS/09,E08-149,7,8,1,1,SAP
B1/E08-149/JAS/10,E08-149,8,9,1,1,SAP
B1/E08-149/JAS/11,E08-149,9,10,1,1,SAP
B1/E08-149/JAS/12,E08-149,10,11,1,1,SROC
B1/E08-149/JAS/13,E08-149,11,12,1,1,BRK
B1/E08-151/JAS/01,E08-151,0,1,1,1,LIM
B1/E08-151/JAS/02,E08-151,1,2,1,1,SAP
B1/E08-151/JAS/03,E08-151,2,2.5,0.5,1,SAP
B1/E08-151/JAS/04,E08-151,2.5,3,0.5,1,BLD
B1/E08-151/JAS/05,E08-151,3,3.6,0.6,1,SAP
B1/E08-151/JAS/06,E08-151,3.6,4,0.4,1,SAP
B1/E08-151/JAS/07,E08-151,4,5,1,1,SAP
B1/E08-151/JAS/08,E08-151,5,6,1,1,SAP
B1/E08-151/JAS/09,E08-151,6,7,1,1,SAP
B1/E08-151/JAS/10,E08-151,7,7.8,0.8,1,SAP
B1/E08-153/JAS/01,E08-153,0,1,1,1,LIM
B1/E08-153/JAS/02,E08-153,1,2,1,1,SAP
B1/E08-153/JAS/03,E08-153,2,2.3,0.3,1,SAP
B1/E08-153/JAS/04,E08-153,2.3,2.7,0.4,1,BRK
B1/E08-153/JAS/05,E08-153,2.7,3,0.3,1,SAP
B1/E08-153/JAS/06,E08-153,3,3.8,0.8,1,SAP
B1/E08-153/JAS/07,E08-153,3.8,4,0.2,1,BRK
B1/E08-153/JAS/08,E08-153,4,4.42,0.42,1,SAP
B1/E08-153/JAS/09,E08-153,4.42,4.65,0.23,1,BRK
B1/E08-153/JAS/10,E08-153,4.65,5,0.35,1,SAP
B1/E08-153/JAS/11,E08-153,5,6,1,1,SAP
B1/E08-153/JAS/12,E08-153,6,7,1,1,SAP
B1/E08-153/JAS/13,E08-153,7,8,1,1,BRK
B1/E08-153/JAS/14,E08-153,8,9,1,1,BRK
B1/E08-153/JAS/15,E08-153,9,10,1,1,BRK
B1/E08-153/JAS/16,E08-153,10,10.5,0.5,1,BRK
B1/E08-158/JAS/01,E08-158,0,0.53,0.53,1,LIM
B1/E08-158/JAS/02,E08-158,0.53,1,0.47,1,LIM
B1/E08-158/JAS/03,E08-158,1,2,1,1,SAP
B1/E08-158/JAS/04,E08-158,2,3,1,1,SAP
B1/E08-158/JAS/05,E08-158,3,3.6,0.6,1,RSAP
B1/E08-158/JAS/06,E08-158,3.6,4,0.4,1,RSAP
B1/E08-158/JAS/07,E08-158,4,5,1,1,RSAP
B1/E08-158/JAS/08,E08-158,5,5.3,0.3,1,SROC
B1/E08-158/JAS/09,E08-158,5.3,5.6,0.3,1,BLD
B1/E08-158/JAS/10,E08-158,5.6,6,0.4,1,SROC
B1/E08-160/JAS/01,E08-160,0,1,1,1,LIM
B1/E08-160/JAS/02,E08-160,1,2,1,1,LIM
B1/E08-160/JAS/03,E08-160,2,3,1,1,LIM
B1/E08-160/JAS/04,E08-160,3,4,1,1,LIM
B1/E08-160/JAS/05,E08-160,4,5,1,1,LIM
B1/E08-160/JAS/06,E08-160,5,6,1,1,LIM
B1/E08-160/JAS/07,E08-160,6,7,1,1,SAP
B1/E08-160/JAS/08,E08-160,7,8,1,1,SAP
B1/E08-160/JAS/09,E08-160,8,9,1,1,SAP
B1/E08-160/JAS/10,E08-160,9,10,1,1,SAP
B1/E08-160/JAS/11,E08-160,10,11,1,1,SAP
B1/E08-160/JAS/12,E08-160,11,12,1,1,SAP
B1/E08-160/JAS/13,E08-160,12,13,1,1,SAP
B1/E08-160/JAS/14,E08-160,13,14,1,1,SAP
B1/E08-160/JAS/15,E08-160,14,14.55,0.55,1,SAP
B1/E08-160/JAS/16,E08-160,14.55,14.75,0.2,1,BLD
B1/E08-160/JAS/17,E08-160,14.75,15,0.25,1,SAP
B1/E08-160/JAS/18,E08-160,15,16,1,1,SAP
B1/E08-160/JAS/19,E08-160,16,17,1,1,SAP
B1/E08-160/JAS/20,E08-160,17,18,1,1,RSAP
B1/E08-160/JAS/21,E08-160,18,19,1,1,RSAP
B1/E08-160/JAS/22,E08-160,19,20,1,1,RSAP
B1/E08-179/JAS/01,E08-179,0,1,1,1,LIM
B1/E08-179/JAS/02,E08-179,1,2,1,1,LIM
B1/E08-179/JAS/03,E08-179,2,3,1,1,LIM
B1/E08-179/JAS/04,E08-179,3,4,1,1,LIM
B1/E08-179/JAS/05,E08-179,4,4.5,0.5,1,BLD
B1/E08-179/JAS/06,E08-179,4.5,5,0.5,1,SAP
B1/E08-179/JAS/07,E08-179,5,6,1,1,SAP
B1/E08-179/JAS/08,E08-179,6,6.3,0.3,1,BLD
B1/E08-179/JAS/09,E08-179,6.3,7,0.7,1,SAP
B1/E08-179/JAS/10,E08-179,7,8,1,1,SAP
B1/E08-179/JAS/11,E08-179,8,8.3,0.3,1,SAP
B1/E08-179/JAS/12,E08-179,8.3,9,0.7,1,BLD
B1/E08-179/JAS/13,E08-179,9,10,1,1,SAP
B1/E08-179/JAS/14,E08-179,10,11,1,1,SAP
B1/E08-179/JAS/15,E08-179,11,12,1,1,RSAP
B1/E08-179/JAS/16,E08-179,12,13,1,1,RSAP
B1/E08-179/JAS/17,E08-179,13,14,1,1,RSAP
B1/E08-179/JAS/18,E08-179,14,15,0.6,0.6,SAP
B1/E08-179/JAS/19,E08-179,15,16,1,1,SAP
B1/E08-179/JAS/20,E08-179,16,16.6,0.6,1,SAP
B1/E08-179/JAS/21,E08-179,16.6,17,0.4,1,SAP
B1/E08-179/JAS/22,E08-179,17,17.75,0.75,1,SAP
B1/E08-179/JAS/23,E08-179,17.75,18,0.25,1,BRK
B1/E08-181/JAS/01,E08-181,0,1,1,1,LIM
B1/E08-181/JAS/02,E08-181,1,2,1,1,LIM
B1/E08-181/JAS/03,E08-181,2,3,0.5,0.5,LIM
B1/E08-181/JAS/04,E08-181,3,4,1,1,SAP
B1/E08-181/JAS/05,E08-181,4,5,1,1,SAP
B1/E08-181/JAS/06,E08-181,5,5.4,0.4,1,SAP
B1/E08-181/JAS/07,E08-181,5.4,5.75,0.35,1,BLD
B1/E08-181/JAS/08,E08-181,5.75,6,0.25,1,SAP
B1/E08-181/JAS/09,E08-181,6,7,1,1,SAP
B1/E08-181/JAS/10,E08-181,7,8,1,1,SAP
B1/E08-181/JAS/11,E08-181,8,9,1,1,SAP
B1/E08-181/JAS/12,E08-181,9,10,1,1,SAP
B1/E08-181/JAS/13,E08-181,10,10.4,0.4,1,SAP
B1/E08-181/JAS/14,E08-181,10.4,11,0.6,1,RSAP
B1/E08-181/JAS/15,E08-181,11,11.8,0.8,1,RSAP
B1/E08-185/JAS/01,E08-185,0,1,1,1,SAP
B1/E08-185/JAS/02,E08-185,1,2,1,1,SROC
B1/E08-185/JAS/03,E08-185,2,3,1,1,SROC
B1/E08-185/JAS/04,E08-185,3,4,1,1,SAP
B1/E08-185/JAS/05,E08-185,4,5,1,1,SROC
B1/E08-185/JAS/06,E08-185,5,5.73,0.73,1,SROC
B1/E08-185/JAS/07,E08-185,5.73,6,0.27,1,SROC
B1/E08-185/JAS/08,E08-185,6,6.69,0.69,1,SROC
B1/E08-185/JAS/09,E08-185,6.69,7,0.31,1,SROC
B1/E08-185/JAS/10,E08-185,7,8,1,1,SROC
B1/E08-185/JAS/11,E08-185,8,8.35,0.35,1,SROC
B1/E08-185/JAS/12,E08-185,8.35,9,0.65,1,SROC
B1/E08-185/JAS/13,E08-185,9,10,1,1,BRK
B1/E08-185/JAS/14,E08-185,10,11,1,1,BRK
B1/E08-185/JAS/15,E08-185,11,11.7,0.7,1,BRK
B1/E08-190/JAS/01,E08-190,0,1,1,1,LIM
B1/E08-190/JAS/02,E08-190,1,1.27,0.27,1,LIM
B1/E08-190/JAS/03,E08-190,1.27,1.5,0.23,1,BLD
B1/E08-190/JAS/04,E08-190,1.5,2,0.5,1,SAP
B1/E08-190/JAS/05,E08-190,2,3,1,1,RSAP
B1/E08-190/JAS/06,E08-190,3,3.4,0.4,1,BLD
B1/E08-190/JAS/07,E08-190,3.4,4,0.6,1,RSAP
B1/E08-190/JAS/08,E08-190,4,4.3,0.3,1,RSAP
B1/E08-190/JAS/09,E08-190,4.3,5,0.7,1,BRK
B1/E08-190/JAS/10,E08-190,5,5.7,0.7,1,BRK
B1/E08-192/JAS/01,E08-192,0,1,1,1,LIM
B1/E08-192/JAS/02,E08-192,1,2,1,1,LIM
B1/E08-192/JAS/03,E08-192,2,2.5,0.5,1,LIM
B1/E08-192/JAS/04,E08-192,2.5,3,0.5,1,LIM
B1/E08-192/JAS/05,E08-192,3,3.35,0.35,1,SAP
