sample_id,hole_id,depth_from,depth_to,core_length,cr_%,lith
B1/F09-036/JAS/04,F09-036,3,4,1,1,SAP
B1/F09-036/JAS/05,F09-036,4,5,1,1,SAP
B1/F09-036/JAS/06,F09-036,5,6,1,1,SAP
B1/F09-036/JAS/07,F09-036,6,7,1,1,SAP
B1/F09-036/JAS/08,F09-036,7,8,1,1,SAP
B1/F09-036/JAS/09,F09-036,8,9,1,1,SAP
B1/F09-036/JAS/10,F09-036,9,10,1,1,SAP
B1/F09-036/JAS/11,F09-036,10,11,1,1,SAP
B1/F09-036/JAS/12,F09-036,11,12,1,1,SAP
B1/F09-036/JAS/13,F09-036,12,13,1,1,SAP
B1/F09-036/JAS/14,F09-036,13,14,1,1,SAP
B1/F09-036/JAS/15,F09-036,14,14.7,0.7,1,RSAP
B1/F09-036/JAS/16,F09-036,14.7,15,0.3,1,SROC
B1/F09-037/JAS/01,F09-037,0,0.45,0.45,1,SAP
B1/F09-037/JAS/02,F09-037,0.45,1,0.55,1,SAP
B1/F09-037/JAS/03,F09-037,1,2,1,1,SROC
B1/F09-037/JAS/04,F09-037,2,2.55,0.55,1,BLD
B1/F09-037/JAS/05,F09-037,2.55,3,0.45,1,SROC
B1/F09-037/JAS/06,F09-037,3,4,1,1,SROC
B1/F09-037/JAS/07,F09-037,4,4.6,0.6,1,RSAP
B1/F09-037/JAS/08,F09-037,4.6,5,0.4,1,SROC
B1/F09-037/JAS/09,F09-037,5,6,1,1,SAP
B1/F09-037/JAS/10,F09-037,6,7,1,1,SAP
B1/F09-037/JAS/11,F09-037,7,7.2,0.2,1,SAP
B1/F09-038/JAS/01,F09-038,0,1,1,1,LIM
B1/F09-038/JAS/02,F09-038,1,2,1,1,LIM
B1/F09-038/JAS/03,F09-038,2,3,1,1,SAP
B1/F09-038/JAS/04,F09-038,3,4,1,1,SAP
B1/F09-038/JAS/05,F09-038,4,5,1,1,SAP
B1/F09-038/JAS/06,F09-038,5,5.6,0.6,1,SAP
B1/F09-038/JAS/07,F09-038,5.6,6.3,0.7,1,RSAP
B1/F09-038/JAS/08,F09-038,6.3,6.5,0.2,1,BLD
B1/F09-038/JAS/09,F09-038,6.5,7,0.5,1,RSAP
B1/F09-038/JAS/10,F09-038,7,7.2,0.2,1,RSAP
B1/F09-038/JAS/11,F09-038,7.2,7.4,0.2,1,BLD
B1/F09-038/JAS/12,F09-038,7.4,8,0.6,1,RSAP
B1/F09-038/JAS/13,F09-038,8,8.8,0.8,1,RSAP
B1/F09-038/JAS/14,F09-038,8.8,9.4,0.6,1,BLD
B1/F09-038/JAS/15,F09-038,9.4,10,0.6,1,RSAP
B1/F09-038/JAS/16,F09-038,10,10.7,0.7,1,RSAP
B1/F09-038/JAS/17,F09-038,10.7,11,0.3,1,BLD
B1/F09-038/JAS/18,F09-038,11,11.6,0.6,1,RSAP
B1/F09-038/JAS/19,F09-038,11.6,12,0.4,1,BRK
B1/F09-038/JAS/20,F09-038,12,13,1,1,BRK
B1/F09-039/JAS/01,F09-039,0,1,1,1,BLD
B1/F09-039/JAS/02,F09-039,1,1.75,0.75,1,BLD
B1/F09-039/JAS/03,F09-039,1.75,2,0.25,1,SAP
B1/F09-039/JAS/04,F09-039,2,3,1,1,SAP
B1/F09-039/JAS/05,F09-039,3,4,1,1,SAP
B1/F09-039/JAS/06,F09-039,4,5,1,1,SAP
B1/F09-039/JAS/07,F09-039,5,5.3,0.3,1,SAP
B1/F09-039/JAS/08,F09-039,5.3,5.7,0.4,1,BLD
B1/F09-039/JAS/09,F09-039,5.7,6,0.3,1,SROC
B1/F09-039/JAS/10,F09-039,6,6.3,0.3,1,SROC
B1/F09-039/JAS/11,F09-039,6.3,6.65,0.35,1,BLD
B1/F09-039/JAS/12,F09-039,6.65,7,0.35,1,SAP
B1/F09-039/JAS/13,F09-039,7,7.7,0.7,1,SAP
B1/F09-039/JAS/14,F09-039,7.7,8,0.3,1,BRK
B1/F09-039/JAS/15,F09-039,8,8.8,0.8,1,BRK
B1/F09-040/JAS/01,F09-040,0,1,1,1,LIM
B1/F09-040/JAS/02,F09-040,1,2,1,1,SAP
B1/F09-040/JAS/03,F09-040,2,3,1,1,SAP
B1/F09-040/JAS/04,F09-040,3,4,1,1,SAP
B1/F09-040/JAS/05,F09-040,4,5,1,1,SAP
B1/F09-040/JAS/06,F09-040,5,6,1,1,SAP
B1/F09-040/JAS/07,F09-040,6,7,1,1,SAP
B1/F09-040/JAS/08,F09-040,7,8,1,1,SAP
B1/F09-040/JAS/09,F09-040,8,9,1,1,SAP
B1/F09-040/JAS/10,F09-040,9,10,1,1,RSAP
B1/F09-040/JAS/11,F09-040,10,10.3,0.3,1,RSAP
B1/F09-040/JAS/12,F09-040,10.3,10.5,0.2,1,BLD
B1/F09-040/JAS/13,F09-040,10.5,11,0.5,1,RSAP
B1/F09-040/JAS/14,F09-040,11,12,1,1,RSAP
B1/F09-040/JAS/15,F09-040,12,13,1,1,RSAP
B1/F09-040/JAS/16,F09-040,13,14,1,1,RSAP
B1/F09-040/JAS/17,F09-040,14,14.5,0.5,1,RSAP
B1/F09-040/JAS/18,F09-040,14.5,14.8,0.3,1,RSAP
B1/F09-040/JAS/19,F09-040,14.8,15.5,0.7,1,BLD
B1/F09-040/JAS/20,F09-040,15.5,16,0.5,1,RSAP
B1/F09-040/JAS/21,F09-040,16,16.7,0.7,1,RSAP
B1/F09-040/JAS/22,F09-040,16.7,17.1,0.4,1,BLD
B1/F09-040/JAS/23,F09-040,17.1,17.7,0.6,1,RSAP
B1/F09-040/JAS/24,F09-040,17.7,18,0.3,1,BRK
B1/F09-041/JAS/01,F09-041,0,1,1,1,LIM
B1/F09-041/JAS/02,F09-041,1,2,0.65,0.65,LIM
B1/F09-041/JAS/03,F09-041,2,2.5,0.5,1,LIM
B1/F09-041/JAS/04,F09-041,2.5,3,0.5,1,SAP
B1/F09-041/JAS/05,F09-041,3,3.6,0.6,1,SAP
B1/F09-041/JAS/06,F09-041,3.6,4,0.4,1,SAP
B1/F09-041/JAS/07,F09-041,4,4.8,0.48,0.6,BLD
B1/F09-041/JAS/08,F09-041,4.8,5,0.2,1,SAP
B1/F09-041/JAS/09,F09-041,5,6,1,1,SAP
B1/F09-041/JAS/10,F09-041,6,7,1,1,SROC
B1/F09-041/JAS/11,F09-041,7,8,1,1,SROC
B1/F09-041/JAS/12,F09-041,8,9,1,1,SROC
B1/F09-041/JAS/13,F09-041,9,10,1,1,SROC
B1/F09-041/JAS/14,F09-041,10,10.25,0.25,1,SROC
B1/F09-041/JAS/15,F09-041,10.25,10.6,0.35,1,BLD
B1/F09-041/JAS/16,F09-041,10.6,11,0.4,1,SROC
B1/F09-041/JAS/17,F09-041,11,12,1,1,SROC
B1/F09-041/JAS/18,F09-041,12,13,1,1,RSAP
B1/F09-041/JAS/19,F09-041,13,14,1,1,BRK
B1/F09-041/JAS/20,F09-041,14,15,1,1,BRK
B1/F09-041/JAS/21,F09-041,15,16,1,1,BRK
B1/F09-041/JAS/22,F09-041,16,16.4,0.4,1,BRK
B1/F09-042/JAS/01,F09-042,0,1,1,1,LIM
B1/F09-042/JAS/02,F09-042,1,2,1,1,LIM
B1/F09-042/JAS/03,F09-042,2,2.3,0.3,1,LIM
B1/F09-042/JAS/04,F09-042,2.3,3,0.7,1,SAP
B1/F09-042/JAS/05,F09-042,3,4,0.9,0.9,SAP
B1/F09-042/JAS/06,F09-042,4,5,1,1,SAP
B1/F09-042/JAS/07,F09-042,5,6,1,1,SAP
B1/F09-042/JAS/08,F09-042,6,7,1,1,RSAP
B1/F09-042/JAS/09,F09-042,7,8,1,1,RSAP
B1/F09-042/JAS/10,F09-042,8,8.3,0.3,1,RSAP
B1/F09-042/JAS/11,F09-042,8.3,9,0.7,1,BLD
B1/F09-042/JAS/12,F09-042,9,9.5,0.5,1,BLD
B1/F09-042/JAS/13,F09-042,9.5,9.7,0.2,1,RSAP
B1/F09-042/JAS/14,F09-042,9.7,10,0.2,0.666666667,BLD
B1/F09-042/JAS/15,F09-042,10,11,1,1,RSAP
B1/F09-042/JAS/16,F09-042,11,12,0.8,0.8,RSAP
B1/F09-042/JAS/17,F09-042,12,13,1,1,RSAP
B1/F09-042/JAS/18,F09-042,13,14,1,1,RSAP
B1/F09-042/JAS/19,F09-042,14,15,1,1,RSAP
B1/F09-042/JAS/20,F09-042,15,15.5,0.5,1,BLD
B1/F09-042/JAS/21,F09-042,15.5,15.8,0.3,1,RSAP
B1/F09-042/JAS/22,F09-042,15.8,16.8,1,1,BLD
B1/F09-042/JAS/23,F09-042,16.8,17,0.2,1,RSAP
B1/F09-042/JAS/24,F09-042,17,17.5,0.5,1,BLD
B1/F09-042/JAS/25,F09-042,17.5,18,0.5,1,RSAP
B1/F09-042/JAS/26,F09-042,18,19,1,1,BLD
B1/F09-042/JAS/27,F09-042,19,20,1,1,RSAP
B1/F09-042/JAS/28,F09-042,20,21,1,1,BRK
B1/F09-042/JAS/29,F09-042,21,21.5,0.5,1,BRK
B1/F09-043/JAS/01,F09-043,0,1,1,1,LIM
B1/F09-043/JAS/02,F09-043,1,2,1,1,LIM
B1/F09-043/JAS/03,F09-043,2,3,1,1,SAP
B1/F09-043/JAS/04,F09-043,3,4,1,1,RSAP
B1/F09-043/JAS/05,F09-043,4,5,1,1,SAP
B1/F09-043/JAS/06,F09-043,5,6,1,1,BLD
B1/F09-043/JAS/07,F09-043,6,7,1,1,SAP
B1/F09-043/JAS/08,F09-043,7,7.33,0.33,1,SAP
B1/F09-043/JAS/09,F09-043,7.33,8,0.67,1,BLD
B1/F09-043/JAS/10,F09-043,8,8.34,0.34,1,RSAP
B1/F09-043/JAS/11,F09-043,8.34,9,0.66,1,SROC
B1/F09-043/JAS/12,F09-043,9,10,1,1,BRK
B1/F09-044/JAS/01,F09-044,0,1,1,1,LIM
B1/F09-044/JAS/02,F09-044,1,2,1,1,SAP
B1/F09-044/JAS/03,F09-044,2,3,1,1,SAP
B1/F09-044/JAS/04,F09-044,3,4,1,1,RSAP
B1/F09-044/JAS/05,F09-044,4,5,1,1,RSAP
B1/F09-044/JAS/06,F09-044,5,6,1,1,RSAP
B1/F09-044/JAS/07,F09-044,6,7,1,1,RSAP
B1/F09-044/JAS/08,F09-044,7,8,1,1,RSAP
B1/F09-044/JAS/09,F09-044,8,9,1,1,RSAP
B1/F09-044/JAS/10,F09-044,9,10,1,1,RSAP
B1/F09-044/JAS/11,F09-044,10,11,1,1,RSAP
B1/F09-044/JAS/12,F09-044,11,11.4,0.4,1,BLD
B1/F09-044/JAS/13,F09-044,11.4,12,0.6,1,RSAP
B1/F09-044/JAS/14,F09-044,12,13,1,1,RSAP
B1/F09-045/JAS/01,F09-045,0,1,1,1,LIM
B1/F09-045/JAS/02,F09-045,1,2,1,1,SAP
B1/F09-045/JAS/03,F09-045,2,3,1,1,SAP
B1/F09-045/JAS/04,F09-045,3,3.5,0.5,1,BLD
B1/F09-046/JAS/01,F09-046,0,1,1,1,LIM
B1/F09-046/JAS/02,F09-046,1,1.6,0.6,1,SAP
B1/F09-046/JAS/03,F09-046,1.6,2,0.4,1,BLD
B1/F09-046/JAS/04,F09-046,2,2.6,0.6,1,SAP
B1/F09-046/JAS/05,F09-046,2.6,3,0.4,1,BLD
B1/F09-046/JAS/06,F09-046,3,4,1,1,SAP
B1/F09-046/JAS/07,F09-046,4,4.4,0.4,1,BLD
B1/F09-046/JAS/08,F09-046,4.4,5,0.6,1,RSAP
B1/F09-046/JAS/09,F09-046,5,6,1,1,RSAP
B1/F09-046/JAS/10,F09-046,6,7,1,1,RSAP
B1/F09-046/JAS/11,F09-046,7,7.5,0.5,1,RSAP
B1/F09-046/JAS/12,F09-046,7.5,8,0.5,1,BLD
B1/F09-046/JAS/13,F09-046,8,8.5,0.5,1,RSAP
B1/F09-046/JAS/14,F09-046,8.5,9,0.5,1,BRK
B1/F09-046/JAS/15,F09-046,9,10,1,1,BRK
B1/F09-047/JAS/01,F09-047,0,1,1,1,LIM
B1/F09-047/JAS/02,F09-047,1,2,1,1,LIM
B1/F09-047/JAS/03,F09-047,2,3,1,1,SAP
B1/F09-047/JAS/04,F09-047,3,4,0.55,0.55,SAP
B1/F09-047/JAS/05,F09-047,4,5,1,1,BRK
B1/F09-047/JAS/06,F09-047,5,5.7,0.7,1,BRK
B1/F09-048/JAS/01,F09-048,0,0.4,0.4,1,LIM
B1/F09-048/JAS/02,F09-048,0.4,1.2,0.8,1,SAP
B1/F09-048/JAS/03,F09-048,1.2,2,0.8,1,RSAP
B1/F09-048/JAS/04,F09-048,2,3,1,1,RSAP
B1/F09-048/JAS/05,F09-048,3,4,1,1,RSAP
B1/F09-048/JAS/06,F09-048,4,5,1,1,RSAP
B1/F09-048/JAS/07,F09-048,5,6,1,1,RSAP
B1/F09-049/JAS/01,F09-049,0,1,1,1,LIM
B1/F09-049/JAS/02,F09-049,1,2,0.7,0.7,LIM
B1/F09-049/JAS/03,F09-049,2,3,0.3,0.3,LIM
B1/F09-049/JAS/04,F09-049,3,3.65,0.65,1,SAP
B1/F09-049/JAS/05,F09-049,3.65,4,0.35,1,SAP
B1/F09-049/JAS/06,F09-049,4,5,1,1,SAP
B1/F09-049/JAS/07,F09-049,5,6,1,1,BRK
B1/F09-049/JAS/08,F09-049,6,6.6,0.6,1,BRK
B1/F09-050/JAS/01,F09-050,0,1,1,1,LIM
B1/F09-050/JAS/02,F09-050,1,2,1,1,SAP
B1/F09-050/JAS/03,F09-050,2,3,1,1,SAP
B1/F09-050/JAS/04,F09-050,3,4,1,1,SROC
B1/F09-050/JAS/05,F09-050,4,5,1,1,SAP
B1/F09-050/JAS/06,F09-050,5,6,1,1,SAP
B1/F09-050/JAS/07,F09-050,6,7,1,1,SAP
B1/F09-050/JAS/08,F09-050,7,8,1,1,SAP
B1/F09-050/JAS/09,F09-050,8,9,1,1,SAP
B1/F09-050/JAS/10,F09-050,9,10,1,1,SROC
B1/F09-050/JAS/11,F09-050,10,10.8,0.8,1,SROC
B1/F09-050/JAS/12,F09-050,10.8,11,0.2,1,BLD
B1/F09-065/JAS/01,F09-065,0,1,1,1,SAP
B1/F09-065/JAS/02,F09-065,1,2,1,1,SAP
B1/F09-065/JAS/03,F09-065,2,3,1,1,SAP
B1/F09-065/JAS/04,F09-065,3,4,1,1,SAP
B1/F09-065/JAS/05,F09-065,4,5,1,1,SAP
B1/F09-065/JAS/06,F09-065,5,5.35,0.35,1,SAP
B1/F09-065/JAS/07,F09-065,5.35,5.7,0.35,1,BLD
B1/F09-065/JAS/08,F09-065,5.7,6,0.3,1,SROC
B1/F09-065/JAS/09,F09-065,6,6.5,0.5,1,BLD
B1/F09-065/JAS/10,F09-065,6.5,7,0.5,1,SAP
B1/F09-065/JAS/11,F09-065,7,8,1,1,SROC
B1/F09-065/JAS/12,F09-065,8,8.41,0.41,1,SAP
B1/F09-065/JAS/13,F09-065,8.41,9,0.59,1,SAP
B1/F09-065/JAS/14,F09-065,9,10,1,1,SAP
B1/F09-065/JAS/15,F09-065,10,11,1,1,SROC
B1/F09-065/JAS/16,F09-065,11,11.7,0.7,1,SROC
B1/F09-065/JAS/17,F09-065,11.7,12,0.3,1,BLD
B1/F09-065/JAS/18,F09-065,12,12.3,0.3,1,RSAP
B1/F09-065/JAS/19,F09-065,12.3,13,0.7,1,BRK
B1/F09-065/JAS/20,F09-065,13,14,1,1,BRK
B1/F09-065/JAS/21,F09-065,14,14.3,0.3,1,BRK
B1/F09-066/JAS/01,F09-066,0,1,1,1,LIM
B1/F09-066/JAS/02,F09-066,1,2,1,1,SAP
B1/F09-066/JAS/03,F09-066,2,2.6,0.6,1,SAP
B1/F09-066/JAS/04,F09-066,2.6,3,0.4,1,SAP
B1/F09-066/JAS/05,F09-066,3,4,1,1,SAP
B1/F09-066/JAS/06,F09-066,4,4.5,0.5,1,SAP
B1/F09-066/JAS/07,F09-066,4.5,5,0.5,1,SAP
B1/F09-066/JAS/08,F09-066,5,6,1,1,SAP
B1/F09-066/JAS/09,F09-066,6,7,1,1,SAP
B1/F09-066/JAS/10,F09-066,7,8,1,1,SAP
B1/F09-066/JAS/11,F09-066,8,9,1,1,SAP
B1/F09-066/JAS/12,F09-066,9,10,1,1,SAP
B1/F09-066/JAS/13,F09-066,10,11,1,1,SAP
B1/F09-066/JAS/14,F09-066,11,12,1,1,SAP
B1/F09-066/JAS/15,F09-066,12,13,1,1,SAP
B1/F09-066/JAS/16,F09-066,13,14,1,1,SAP
B1/F09-066/JAS/17,F09-066,14,15,1,1,SAP
B1/F09-066/JAS/18,F09-066,15,16,1,1,SAP
B1/F09-066/JAS/19,F09-066,16,17,1,1,SAP
B1/F09-066/JAS/20,F09-066,17,17.9,0.9,1,SAP
B1/F09-066/JAS/21,F09-066,17.9,18.2,0.3,1,BLD
B1/F09-066/JAS/22,F09-066,18.2,19,0.8,1,SAP
B1/F09-066/JAS/23,F09-066,19,19.5,0.5,1,SAP
B1/F09-066/JAS/24,F09-066,19.5,19.8,0.3,1,BLD
B1/F09-066/JAS/25,F09-066,19.8,20.5,0.7,1,RSAP
B1/F09-066/JAS/26,F09-066,20.5,21.5,1,1,BLD
B1/F09-066/JAS/27,F09-066,21.5,22,0.5,1,RSAP
B1/F09-066/JAS/28,F09-066,22,22.8,0.8,1,RSAP
B1/F09-066/JAS/29,F09-066,22.8,23.5,0.7,1,BLD
B1/F09-066/JAS/30,F09-066,23.5,24,0.5,1,RSAP
B1/F09-066/JAS/31,F09-066,24,25,1,1,RSAP
B1/F09-067/JAS/01,F09-067,0,1,1,1,SAP
B1/F09-067/JAS/02,F09-067,1,2,1,1,SAP
B1/F09-067/JAS/03,F09-067,2,3,1,1,SAP
B1/F09-067/JAS/04,F09-067,3,4,1,1,SAP
B1/F09-067/JAS/05,F09-067,4,5,1,1,SAP
B1/F09-067/JAS/06,F09-067,5,6,1,1,SAP
B1/F09-067/JAS/07,F09-067,6,7,1,1,SAP
B1/F09-067/JAS/08,F09-067,7,7.4,0.4,1,SAP
B1/F09-067/JAS/09,F09-067,7.4,8,0.6,1,BLD
B1/F09-067/JAS/10,F09-067,8,8.4,0.4,1,BLD
B1/F09-067/JAS/11,F09-067,8.4,9,0.6,1,SAP
B1/F09-067/JAS/12,F09-067,9,10,1,1,SROC
B1/F09-067/JAS/13,F09-067,10,10.5,0.5,1,SROC
B1/F09-067/JAS/14,F09-067,10.5,11,0.5,1,BRK
B1/F09-067/JAS/15,F09-067,11,11.2,0.2,1,BRK
B1/F09-068/JAS/01,F09-068,0,1,1,1,LIM
B1/F09-068/JAS/02,F09-068,1,2,1,1,LIM
B1/F09-068/JAS/03,F09-068,2,3,1,1,SAP
B1/F09-068/JAS/04,F09-068,3,3.2,0.2,1,SAP
B1/F09-068/JAS/05,F09-068,3.2,3.5,0.3,1,SAP
B1/F09-068/JAS/06,F09-068,3.5,4.3,0.8,1,SAP
B1/F09-068/JAS/07,F09-068,4.3,4.6,0.3,1,SAP
B1/F09-068/JAS/08,F09-068,4.6,5.1,0.5,1,SAP
B1/F09-068/JAS/09,F09-068,5.1,5.5,0.4,1,BLD
B1/F09-068/JAS/10,F09-068,5.5,6.3,0.8,1,SAP
B1/F09-068/JAS/11,F09-068,6.3,6.6,0.3,1,BLD
B1/F09-068/JAS/12,F09-068,6.6,7,0.4,1,SAP
B1/F09-068/JAS/13,F09-068,7,8,1,1,SAP
B1/F09-068/JAS/14,F09-068,8,9,1,1,SAP
B1/F09-068/JAS/15,F09-068,9,10,1,1,SAP
B1/F09-068/JAS/16,F09-068,10,10.5,0.5,1,SAP
B1/F09-068/JAS/17,F09-068,10.5,11.5,1,1,BLD
B1/F09-068/JAS/18,F09-068,11.5,12,0.5,1,SAP
B1/F09-069/JAS/01,F09-069,0,1,1,1,LIM
B1/F09-069/JAS/02,F09-069,1,2,1,1,LIM
B1/F09-069/JAS/03,F09-069,2,2.8,0.8,1,LIM
B1/F09-069/JAS/04,F09-069,2.8,3.15,0.35,1,LIM
B1/F09-069/JAS/05,F09-069,3.15,4,0.65,0.764705882,LIM
B1/F09-069/JAS/06,F09-069,4,4.6,0.6,1,SAP
B1/F09-069/JAS/07,F09-069,4.6,5,0.4,1,BLD
B1/F09-069/JAS/08,F09-069,5,6,1,1,SAP
B1/F09-069/JAS/09,F09-069,6,7,1,1,SAP
B1/F09-069/JAS/10,F09-069,7,7.65,0.65,1,SAP
B1/F09-069/JAS/11,F09-069,7.65,8,0.35,1,BRK
B1/F09-069/JAS/12,F09-069,8,9,1,1,BRK
B1/F09-069/JAS/13,F09-069,9,9.5,0.5,1,BRK
B1/F09-070/JAS/01,F09-070,0,1,1,1,LIM
B1/F09-070/JAS/02,F09-070,1,2,1,1,LIM
B1/F09-070/JAS/03,F09-070,2,2.4,0.4,1,LIM
B1/F09-070/JAS/04,F09-070,2.4,3.4,1,1,BLD
B1/F09-070/JAS/05,F09-070,3.4,3.7,0.3,1,SAP
B1/F09-070/JAS/06,F09-070,3.7,4.2,0.5,1,BLD
B1/F09-070/JAS/07,F09-070,4.2,5,0.8,1,SAP
B1/F09-070/JAS/08,F09-070,5,6,0.8,0.8,RSAP
B1/F09-070/JAS/09,F09-070,6,7,1,1,RSAP
B1/F09-070/JAS/10,F09-070,7,7.7,0.7,1,RSAP
B1/F09-070/JAS/11,F09-070,7.7,8.4,0.7,1,RSAP
B1/F09-070/JAS/12,F09-070,8.4,9,0.6,1,RSAP
B1/F09-070/JAS/13,F09-070,9,10,1,1,RSAP
B1/F09-070/JAS/14,F09-070,10,11,1,1,RSAP
B1/F09-070/JAS/15,F09-070,11,12,1,1,BRK
B1/F09-071/JAS/01,F09-071,0,0.45,0.45,1,LIM
B1/F09-071/JAS/02,F09-071,0.45,1,0.55,1,SAP
B1/F09-071/JAS/03,F09-071,1,1.45,0.45,1,SAP
B1/F09-071/JAS/04,F09-071,1.45,2,0.25,0.454545455,BLD
B1/F09-071/JAS/05,F09-071,2,3,1,1,SAP
B1/F09-071/JAS/06,F09-071,3,3.35,0.35,1,SAP
B1/F09-071/JAS/07,F09-071,3.35,4,0.65,1,BLD
B1/F09-071/JAS/08,F09-071,4,5,0.85,0.85,SAP
B1/F09-071/JAS/09,F09-071,5,6,1,1,SAP
B1/F09-071/JAS/10,F09-071,6,7,1,1,SAP
B1/F09-071/JAS/11,F09-071,7,8,1,1,SROC
B1/F09-071/JAS/12,F09-071,8,8.4,0.4,1,SROC
B1/F09-071/JAS/13,F09-071,8.4,9,0.6,1,BRK
B1/F09-072/JAS/01,F09-072,0,1,1,1,LIM
B1/F09-072/JAS/02,F09-072,1,2,0.9,0.9,LIM
B1/F09-072/JAS/03,F09-072,2,3,1,1,SAP
B1/F09-072/JAS/04,F09-072,3,4,1,1,SAP
B1/F09-072/JAS/05,F09-072,4,5,1,1,SAP
B1/F09-072/JAS/06,F09-072,5,6,1,1,SROC
B1/F09-072/JAS/07,F09-072,6,7,1,1,SROC
B1/F09-072/JAS/08,F09-072,7,8,1,1,SROC
B1/F09-072/JAS/09,F09-072,8,9,1,1,SROC
B1/F09-072/JAS/10,F09-072,9,10,1,1,SAP
B1/F09-072/JAS/11,F09-072,10,11,1,1,RSAP
B1/F09-072/JAS/12,F09-072,11,11.26,0.26,1,RSAP
B1/F09-072/JAS/13,F09-072,11.26,12,0.74,1,SAP
B1/F09-072/JAS/14,F09-072,12,13,1,1,SAP
B1/F09-072/JAS/15,F09-072,13,13.53,0.53,1,SAP
B1/F09-072/JAS/16,F09-072,13.53,14,0.47,1,BLD
B1/F09-072/JAS/17,F09-072,14,15,1,1,BRK
B1/F09-073/JAS/01,F09-073,0,1,1,1,LIM
B1/F09-073/JAS/02,F09-073,1,2,1,1,SAP
B1/F09-073/JAS/03,F09-073,2,3,1,1,SAP
B1/F09-073/JAS/04,F09-073,3,4,1,1,SROC
B1/F09-073/JAS/05,F09-073,4,5,1,1,SAP
B1/F09-073/JAS/06,F09-073,5,5.7,0.7,1,SAP
B1/F09-073/JAS/07,F09-073,5.7,6,0.2,0.666666667,BLD
B1/F09-073/JAS/08,F09-073,6,6.6,0.6,1,SAP
B1/F09-073/JAS/09,F09-073,6.6,7,0.3,0.75,SROC
B1/F09-073/JAS/10,F09-073,7,8,1,1,BRK
B1/F09-073/JAS/11,F09-073,8,9,1,1,BRK
B1/F09-073/JAS/12,F09-073,9,9.2,0.2,1,BRK
B1/F09-074/JAS/01,F09-074,0,1,1,1,LIM
B1/F09-074/JAS/02,F09-074,1,2,0.72,0.72,LIM
B1/F09-074/JAS/03,F09-074,2,3,0.8,0.8,LIM
B1/F09-074/JAS/04,F09-074,3,4,1,1,SAP
B1/F09-074/JAS/05,F09-074,4,4.38,0.38,1,SAP
B1/F09-074/JAS/06,F09-074,4.38,5,0.62,1,BLD
B1/F09-074/JAS/07,F09-074,5,6,1,1,RSAP
B1/F09-074/JAS/08,F09-074,6,7,1,1,SROC
B1/F09-074/JAS/09,F09-074,7,8,1,1,SROC
B1/F09-074/JAS/10,F09-074,8,9,1,1,BLD
B1/F09-074/JAS/11,F09-074,9,10,1,1,RSAP
B1/F09-074/JAS/12,F09-074,10,10.5,0.5,1,RSAP
B1/F09-075/JAS/01,F09-075,0,1,1,1,LIM
B1/F09-075/JAS/02,F09-075,1,2,1,1,SAP
B1/F09-075/JAS/03,F09-075,2,2.7,0.7,1,SAP
B1/F09-075/JAS/04,F09-075,2.7,3,0.3,1,SROC
B1/F09-075/JAS/05,F09-075,3,4,1,1,BRK
B1/F09-075/JAS/06,F09-075,4,4.5,0.5,1,BRK
B1/F09-076/JAS/01,F09-076,0,1,1,1,LIM
B1/F09-076/JAS/02,F09-076,1,2,0.7,0.7,LIM
B1/F09-076/JAS/03,F09-076,2,3,0.95,0.95,LIM
B1/F09-076/JAS/04,F09-076,3,4,0.73,0.73,LIM
B1/F09-076/JAS/05,F09-076,4,5,1,1,LIM
B1/F09-076/JAS/06,F09-076,5,6,1,1,SAP
B1/F09-076/JAS/07,F09-076,6,7,1,1,SAP
B1/F09-076/JAS/08,F09-076,7,8,1,1,SAP
B1/F09-076/JAS/09,F09-076,8,9,1,1,SAP
B1/F09-076/JAS/10,F09-076,9,10,1,1,SAP
B1/F09-076/JAS/11,F09-076,10,11,1,1,SROC
B1/F09-076/JAS/12,F09-076,11,12,1,1,SROC
B1/F09-076/JAS/13,F09-076,12,13,1,1,SROC
B1/F09-076/JAS/14,F09-076,13,13.5,0.5,1,SROC
B1/F09-077/JAS/01,F09-077,0,1,1,1,LIM
B1/F09-077/JAS/02,F09-077,1,2,0.45,0.45,LIM
B1/F09-077/JAS/03,F09-077,2,3,1,1,LIM
B1/F09-077/JAS/04,F09-077,3,3.5,0.5,1,LIM
B1/F09-077/JAS/05,F09-077,3.5,4,0.5,1,SAP
B1/F09-077/JAS/06,F09-077,4,4.85,0.85,1,SROC
B1/F09-078/JAS/01,F09-078,0,1,1,1,LIM
B1/F09-078/JAS/02,F09-078,1,2,0.76,0.76,LIM
B1/F09-078/JAS/03,F09-078,2,3,0.85,0.85,SAP
B1/F09-078/JAS/04,F09-078,3,4,1,1,SAP
B1/F09-078/JAS/05,F09-078,4,5,0.8,0.8,SAP
B1/F09-078/JAS/06,F09-078,5,6,0.82,0.82,SROC
B1/F09-078/JAS/07,F09-078,6,7,1,1,RSAP
B1/F09-078/JAS/08,F09-078,7,8,1,1,SROC
B1/F09-078/JAS/09,F09-078,8,9,1,1,SROC
B1/F09-078/JAS/10,F09-078,9,10,1,1,SROC
B1/F09-078/JAS/11,F09-078,10,11,1,1,SAP
B1/F09-078/JAS/12,F09-078,11,12,1,1,SAP
B1/F09-078/JAS/13,F09-078,12,13,1,1,SAP
B1/F09-078/JAS/14,F09-078,13,14,1,1,SAP
